ID	LABEL	FNDDS1112	FNDDS1314
FNDDS_53711000	Quaker Chewy Granola Bar	53711000	53711000
FNDDS_53711002	Quaker Chewy 90 Calorie Granola Bar	53711002	53711002
FNDDS_53711004	Quaker Chewy 25% Less Sugar Granola Bar	53711004	53711004
FNDDS_53711006	Quaker Chewy Dipps Granola Bar	53711006	53711006
FNDDS_53711100	Quaker Granola Bites	53711100	53711100
FNDDS_53712000	Snack bar, oatmeal	53712000	53712000
FNDDS_53712100	Granola bar, NFS	53712100	53712100
FNDDS_53712200	Granola bar, lowfat, NFS	53712200	53712200
FNDDS_53712210	Granola bar, nonfat	53712210	53712210
FNDDS_53713000	Granola bar, reduced sugar, NFS	53713000	53713000
FNDDS_53713100	Granola bar, peanuts , oats, sugar, wheat germ	53713100	53713100
FNDDS_53714200	Granola bar, chocolate-coated, NFS	53714200	53714200
FNDDS_53714210	Granola bar, with coconut, chocolate-coated	53714210	53714210
FNDDS_53714220	Granola bar with nuts, chocolate-coated	53714220	53714220
FNDDS_53714230	Granola bar, oats, nuts, coated with non-chocolate coating	53714230	53714230
FNDDS_53714250	Granola bar, coated with non-chocolate coating	53714250	53714250
FNDDS_53714300	Granola bar, high fiber, coated with non-chocolate yogurt coating	53714300	53714300
FNDDS_53714400	Granola bar, with rice cereal	53714400	53714400
FNDDS_53714500	Breakfast bar, NFS	53714500	53714500
FNDDS_53714510	Breakfast bar, date, with yogurt coating	53714510	53714510
FNDDS_53714520	Breakfast bar, cereal crust with fruit filling, lowfat	53714520	53714520
FNDDS_53720100	Balance Original Bar	53720100	53720100
FNDDS_53720200	Clif Bar	53720200	53720200
FNDDS_53720210	Clif Kids Organic Zbar		53720210
FNDDS_53720300	PowerBar	53720300	53720300
FNDDS_53720400	Slim Fast Original Meal Bar	53720400	53720400
FNDDS_53720500	Snickers Marathon Protein bar	53720500	53720500
FNDDS_53720510	Snickers Marathon Energy bar	53720510	
FNDDS_53720600	South Beach Living Meal Bar	53720600	53720600
FNDDS_53720610	South Beach Living High Protein Bar 	53720610	53720610
FNDDS_53720700	Tiger's Milk bar	53720700	53720700
FNDDS_53720800	Zone Perfect Classic Crunch nutrition bar	53720800	53720800
FNDDS_53729000	Nutrition bar or meal replacement bar, NFS	53729000	53729000
FNDDS_53801000	Cereal bar with fruit filling, baby food	53801000	53801000
FNDDS_53803050	Cookie, fruit, baby food	53803050	53803050
FNDDS_53803100	Cookie, baby food	53803100	53803100
FNDDS_53803250	Cookie, teething, baby	53803250	53803250
FNDDS_53803300	Cookie, rice, baby	53803300	53803300
FNDDS_54001000	Crackers, NS as to sweet or nonsweet	54001000	54001000
FNDDS_54102010	Crackers, graham	54102010	54102010
FNDDS_54102020	Crackers, graham, chocolate covered	54102020	54102020
FNDDS_54102050	Crackers, oatmeal	54102050	54102050
FNDDS_54102060	Crackers, Cuban	54102060	54102060
FNDDS_54102070	Crackers, Cuca	54102070	54102070
FNDDS_54102080	Crackers, graham, with raisins	54102080	54102080
FNDDS_54102100	Crackers, graham, lowfat	54102100	54102100
FNDDS_54102110	Crackers, graham, fat free	54102110	54102110
FNDDS_54102200	Crackers, graham, sandwich-type, with filling	54102200	54102200
FNDDS_54201010	Crackers, matzo, low sodium	54201010	54201010
FNDDS_54202010	Crackers, saltine, low sodium	54202010	54202010
FNDDS_54203010	Crackers, toast thins (rye, wheat, white flour), low sodium	54203010	54203010
FNDDS_54204010	Cracker, 100% whole wheat, low sodium	54204010	54204010
FNDDS_54205010	Cracker, snack, low sodium	54205010	54205010
FNDDS_54205030	Cracker, cheese, low sodium	54205030	
FNDDS_54205100	Cracker, snack, reduced fat, reduced sodium	54205100	54205100
FNDDS_54206010	Puffed rice cake without salt	54206010	54206010
FNDDS_54207010	Crispbread, wheat, low sodium	54207010	
FNDDS_54210010	Cracker, multigrain, low sodium	54210010	54210010
FNDDS_54222000	Crispbread, rye, low sodium	54222000	
FNDDS_54301000	Cracker, snack	54301000	54301000
FNDDS_54301100	Cracker, snack, reduced fat	54301100	54301100
FNDDS_54301200	Cracker, snack, fat free	54301200	54301200
FNDDS_54304000	Cracker, cheese	54304000	54304000
FNDDS_54304100	Cracker, cheese, reduced fat	54304100	54304100
FNDDS_54304150	Cracker, cheese, whole grain	54304150	54304150
FNDDS_54304500	Cracker, high fiber, no added fat	54304500	54304500
FNDDS_54305000	Crispbread, wheat, no added fat	54305000	54305000
FNDDS_54307000	Crackers, matzo	54307000	54307000
FNDDS_54308000	Crackers, milk	54308000	54308000
FNDDS_54309000	Crackers, oat	54309000	54309000
FNDDS_54313000	Crackers, oyster	54313000	54313000
FNDDS_54318000	Chips, brown rice	54318000	54318000
FNDDS_54318500	Rice cake, cracker-type	54318500	54318500
FNDDS_54319000	Crackers, rice	54319000	54319000
FNDDS_54319010	Puffed rice cake	54319010	54319010
FNDDS_54319020	Popcorn cake	54319020	54319020
FNDDS_54319200	Puffed wheat cake	54319200	54319200
FNDDS_54319500	Rice paper	54319500	54319500
FNDDS_54322000	Crispbread, rye, no added fat	54322000	54322000
FNDDS_54325000	Crackers, saltine	54325000	54325000
FNDDS_54325010	Crackers, saltine, fat free	54325010	54325010
FNDDS_54325050	Crackers, saltine, whole wheat	54325050	54325050
FNDDS_54326000	Crackers, multigrain, made with whole wheat, wheat, oat, and other flours	54326000	54326000
FNDDS_54327950	Crackers, cylindrical, peanut-butter filled	54327950	54327950
FNDDS_54328000	Crackers, sandwich-type, NFS	54328000	54328000
FNDDS_54328100	Cracker, sandwich-type, peanut butter filled	54328100	54328100
FNDDS_54328110	Cracker, sandwich-type, peanut butter filled, reduced fat	54328110	54328110
FNDDS_54328120	Cracker, sandwich-type, peanut butter filled, whole grain		54328120
FNDDS_54328200	Cracker, sandwich-type, cheese-filled	54328200	54328200
FNDDS_54334000	Crackers, toast thins (rye, pumpernickel, white flour)	54334000	54334000
FNDDS_54336000	Crackers, water biscuits	54336000	54336000
FNDDS_54337000	Cracker, 100% whole wheat	54337000	54337000
FNDDS_54337050	Cracker, 100% whole wheat, reduced fat	54337050	54337050
FNDDS_54338000	Crackers, wheat	54338000	54338000
FNDDS_54338100	Crackers, wheat, reduced fat	54338100	54338100
FNDDS_54339000	Crackers, corn	54339000	54339000
FNDDS_54340100	Cracker, gluten free		54340100
FNDDS_54350000	Crackers, baby food	54350000	54350000
FNDDS_54350010	Gerber Finger Foods, Puffs, baby food	54350010	54350010
FNDDS_54350020	Finger Foods, Puffs, baby food		54350020
FNDDS_54360000	Crunchy snacks, corn based, baby food	54360000	54360000
FNDDS_54401010	Salty snacks, corn or cornmeal base, nuts or nuggets, toasted	54401010	54401010
FNDDS_54401020	Salty snacks, corn or cornmeal base, corn chips, corn-cheese chips	54401020	54401020
FNDDS_54401050	Salty snacks, corn or cornmeal base, corn puffs and twists; corn-cheese puffs and twists	54401050	54401050
FNDDS_54401080	Salty snacks, corn or cornmeal base, tortilla chips	54401080	54401080
FNDDS_54401090	Salty snacks, corn or cornmeal base, corn chips, corn-cheese chips, unsalted	54401090	54401090
FNDDS_54401100	Salty snacks, corn or cornmeal base, tortilla chips, light (baked with less oil)	54401100	54401100
FNDDS_54401120	Salty snacks, corn or cornmeal base, tortilla chips, fat free, made with Olean	54401120	54401120
FNDDS_54401150	Salty snacks, corn or cornmeal base, tortilla chips, lowfat, baked without fat	54401150	54401150
FNDDS_54401170	Salty snacks, corn or cornmeal base, tortilla chips, lowfat, baked without fat, unsalted	54401170	54401170
FNDDS_54401200	Salty snacks, corn or cornmeal base, with oat bran, tortilla chips	54401200	54401200
FNDDS_54401210	Salty snacks, corn based puffs and twists, cheese puffs and twists, lowfat	54401210	54401210
FNDDS_54402080	Salty snacks, corn or cornmeal base, tortilla chips, unsalted	54402080	54402080
FNDDS_54402200	Salty snack mixture, mostly corn or cornmeal based, with pretzels, without nuts	54402200	54402200
FNDDS_54402300	Salty snacks, wheat-based, high fiber	54402300	54402300
FNDDS_54402500	Salty snacks, wheat- and corn-based chips	54402500	54402500
FNDDS_54402600	Salty snacks, multigrain, whole grain, chips (made with whole corn, whole wheat, rice flour, and whole oat flour)	54402600	54402600
FNDDS_54402610	Salty snacks, multigrain and potato chips (made with rice flour, dried potatoes, corn flour, and wheat starch)	54402610	54402610
FNDDS_54402700	Pita chips	54402700	54402700
FNDDS_54403000	Popcorn, popped in oil, unbuttered	54403000	54403000
FNDDS_54403010	Popcorn, air-popped (no butter or no oil added)	54403010	54403010
FNDDS_54403020	Popcorn, popped in oil, buttered	54403020	54403020
FNDDS_54403040	Popcorn, air-popped, buttered	54403040	54403040
FNDDS_54403050	Popcorn, flavored	54403050	54403050
FNDDS_54403060	Popcorn, popped in oil, lowfat, reduced sodium	54403060	54403060
FNDDS_54403070	Popcorn, popped in oil, lowfat	54403070	54403070
FNDDS_54403090	Popcorn, popped in oil, unsalted	54403090	54403090
FNDDS_54403110	Popcorn, sugar syrup or caramel-coated	54403110	54403110
FNDDS_54403120	Popcorn, sugar syrup or caramel-coated, with nuts	54403120	54403120
FNDDS_54403150	Popcorn, sugar syrup or caramel-coated, fat free	54403150	54403150
FNDDS_54406010	Snacks, onion-flavored rings	54406010	54406010
FNDDS_54406200	Shrimp chips (tapioca base)	54406200	54406200
FNDDS_54408000	Pretzels, NFS	54408000	54408000
FNDDS_54408010	Pretzels, hard	54408010	54408010
FNDDS_54408020	Pretzels, soft	54408020	54408020
FNDDS_54408030	Pretzel, hard, unsalted	54408030	54408030
FNDDS_54408040	Pretzels, soft, unsalted	54408040	54408040
FNDDS_54408050	Pretzel, oatbran, hard	54408050	54408050
FNDDS_54408070	Pretzel, hard, multigrain	54408070	54408070
FNDDS_54408080	Pretzel, gluten free		54408080
FNDDS_54408100	Pretzel, baby food	54408100	54408100
FNDDS_54408200	Pretzel, hard, chocolate-coated	54408200	54408200
FNDDS_54408250	Pretzel, yogurt-covered	54408250	54408250
FNDDS_54408300	Pretzels, cheese-filled	54408300	54408300
FNDDS_54412110	Wheat sticks, 100% whole wheat	54412110	
FNDDS_54420010	Multigrain mixture, pretzels, cereal and/or crackers, nuts	54420010	54420010
FNDDS_54420100	Oriental party mix, with peanuts, sesame sticks, chili rice crackers and fried green peas	54420100	54420100
FNDDS_54420200	Multigrain mixture, bread sticks, sesame nuggets, pretzels, rye chips	54420200	54420200
FNDDS_54430010	Yogurt chips	54430010	
FNDDS_54440010	Bagel chip	54440010	54440010
FNDDS_55101000	Pancakes, plain	55101000	55101000
FNDDS_55101010	Pancakes, reduced calorie, high fiber	55101010	55101010
FNDDS_55101015	Pancakes, plain, reduced fat	55101015	55101015
FNDDS_55101020	Pancakes, plain, fat free	55101020	55101020
FNDDS_55103000	Pancakes, with fruit	55103000	55103000
FNDDS_55103100	Pancakes, with chocolate chips	55103100	55103100
FNDDS_55105000	Pancakes, buckwheat	55105000	55105000
FNDDS_55105100	Pancakes, cornmeal	55105100	55105100
FNDDS_55105200	Pancakes, whole wheat	55105200	55105200
FNDDS_55105205	Pancakes, whole wheat, reduced fat	55105205	55105205
FNDDS_55105210	Pancakes, whole wheat, fat free	55105210	55105210
FNDDS_55105300	Pancakes, sour dough	55105300	55105300
FNDDS_55105400	Pancakes, rye	55105400	55105400
FNDDS_55106000	Pancakes, gluten free		55106000
FNDDS_55201000	Waffle, plain	55201000	55201000
FNDDS_55202000	Waffle, wheat, bran, or multigrain	55202000	55202000
FNDDS_55203000	Waffle, fruit	55203000	55203000
FNDDS_55203500	Waffle, nut and honey	55203500	55203500
FNDDS_55203600	Waffle, chocolate chip	55203600	55203600
FNDDS_55204000	Waffle, cornmeal	55204000	55204000
FNDDS_55205000	Waffle, whole wheat or whole grain	55205000	55205000
FNDDS_55206000	Waffle, oat bran	55206000	55206000
FNDDS_55207000	Waffle, multi-bran	55207000	55207000
FNDDS_55208000	Waffle, gluten free		55208000
FNDDS_55211000	Waffle, plain, fat free	55211000	55211000
FNDDS_55211050	Waffle, plain, lowfat	55211050	55211050
FNDDS_55212000	Waffle, whole wheat, lowfat	55212000	55212000
FNDDS_55301000	French toast, plain	55301000	55301000
FNDDS_55301050	French toast sticks, plain	55301050	55301050
FNDDS_55310100	Bread fritters, Puerto Rican style (Torrejas gallegas, Galician fritters)	55310100	55310100
FNDDS_55401000	Crepe, plain	55401000	55401000
FNDDS_55501000	Flour and water patty	55501000	55501000
FNDDS_55502000	Flour and water gravy	55502000	55502000
FNDDS_55610200	Dumpling, fried, Puerto Rican style	55610200	55610200
FNDDS_55610300	Dumpling, plain	55610300	55610300
FNDDS_55701000	Cake made with glutinous rice	55701000	55701000
FNDDS_55702000	Cake or pancake made with rice flour and/or dried beans	55702000	55702000
FNDDS_55702100	Dosa (Indian), plain	55702100	55702100
FNDDS_55703000	Cake made with glutinous rice and dried beans	55703000	55703000
FNDDS_55801000	Funnel cake with sugar	55801000	55801000
FNDDS_55801010	Funnel cake with sugar and fruit	55801010	55801010
FNDDS_56101000	Macaroni, cooked, NS as to fat added in cooking	56101000	56101000
FNDDS_56101010	Macaroni, cooked, fat not added in cooking	56101010	56101010
FNDDS_56101030	Macaroni, cooked, fat added in cooking	56101030	56101030
FNDDS_56102000	Macaroni, whole wheat, cooked, NS as to fat added in cooking	56102000	56102000
FNDDS_56102010	Macaroni, whole wheat, cooked, fat not added in cooking	56102010	56102010
FNDDS_56102020	Macaroni, whole wheat, cooked, fat added in cooking	56102020	56102020
FNDDS_56103000	Macaroni, cooked, spinach, NS as to fat added in cooking	56103000	56103000
FNDDS_56103010	Macaroni, cooked, spinach, fat not added in cooking	56103010	56103010
FNDDS_56103020	Macaroni, cooked, spinach, fat added in cooking	56103020	56103020
FNDDS_56104000	Macaroni, cooked, vegetable, NS as to fat added in cooking	56104000	56104000
FNDDS_56104010	Macaroni, cooked, vegetable, fat not added in cooking	56104010	56104010
FNDDS_56104020	Macaroni, cooked, vegetable, fat added in cooking	56104020	56104020
FNDDS_56112000	Noodles, cooked, NS as to fat added in cooking	56112000	56112000
FNDDS_56112010	Noodles, cooked, fat not added in cooking	56112010	56112010
FNDDS_56112030	Noodles, cooked, fat added in cooking	56112030	56112030
FNDDS_56113000	Noodles, cooked, whole wheat, NS as to fat added in cooking	56113000	56113000
FNDDS_56113010	Noodles, cooked, whole wheat, fat not added in cooking	56113010	56113010
FNDDS_56113990	Noodles, cooked, spinach, NS as to fat added in cooking	56113990	56113990
FNDDS_56114000	Noodles, cooked, spinach, fat not added in cooking	56114000	56114000
FNDDS_56114020	Noodles, cooked, spinach, fat added in cooking	56114020	56114020
FNDDS_56116000	Noodles, chow mein	56116000	56116000
FNDDS_56116990	Long rice noodles (made from mung beans) cooked, NS as to fat added in cooking	56116990	56116990
FNDDS_56117000	Long rice noodles (made from mung beans), cooked, fat not added in cooking	56117000	56117000
FNDDS_56117010	Long rice noodles (made from mung beans), cooked, fat added in cooking	56117010	56117010
FNDDS_56117090	Chow fun rice noodles, cooked, NS as to fat added in cooking	56117090	56117090
FNDDS_56117100	Chow fun rice noodles, cooked, fat not added in cooking	56117100	56117100
FNDDS_56117110	Chow fun rice noodles, cooked, fat added in cooking	56117110	56117110
FNDDS_56130000	Spaghetti, cooked, NS as to fat added in cooking	56130000	56130000
FNDDS_56130010	Spaghetti, cooked, fat not added in cooking	56130010	56130010
FNDDS_56131000	Spaghetti, cooked, fat added in cooking	56131000	56131000
FNDDS_56132990	Spaghetti, cooked, whole wheat, NS as to fat added in cooking	56132990	56132990
FNDDS_56133000	Spaghetti, cooked, whole wheat, fat not added in cooking	56133000	56133000
FNDDS_56133010	Spaghetti, cooked, whole wheat, fat added in cooking	56133010	56133010
FNDDS_56140100	Pasta, gluten free		56140100
FNDDS_56200300	Cereal, cooked, NFS	56200300	56200300
FNDDS_56200350	Cereal, cooked, instant, NS as to grain	56200350	56200350
FNDDS_56200390	Barley, cooked, NS as to fat added in cooking	56200390	56200390
FNDDS_56200400	Barley, cooked, fat not added in cooking	56200400	56200400
FNDDS_56200490	Buckwheat groats, cooked, NS as to fat added in cooking	56200490	56200490
FNDDS_56200500	Buckwheat groats, cooked, fat not added in cooking	56200500	56200500
FNDDS_56200510	Buckwheat groats, cooked, fat added in cooking	56200510	56200510
FNDDS_56200990	Grits, cooked, corn or hominy, NS as to regular, quick, or instant, NS as to fat added in cooking	56200990	56200990
FNDDS_56201000	Grits, cooked, corn or hominy, NS as to regular, quick, or instant, fat not added in cooking	56201000	56201000
FNDDS_56201010	Grits, cooked, corn or hominy, regular, fat not added in cooking	56201010	56201010
FNDDS_56201020	Grits, cooked, corn or hominy, regular, fat added in cooking	56201020	56201020
FNDDS_56201030	Grits, cooked, corn or hominy, regular, NS as to fat added in cooking	56201030	56201030
FNDDS_56201040	Grits, cooked, corn or hominy, NS as to regular, quick, or instant, fat added in cooking	56201040	56201040
FNDDS_56201060	Grits, cooked, corn or hominy, with cheese, NS as to regular, quick, or instant, NS as to fat added in cooking	56201060	56201060
FNDDS_56201061	Grits, cooked, corn or hominy, with cheese, NS as to regular, quick, or instant, fat not added in cooking	56201061	56201061
FNDDS_56201062	Grits, cooked, corn or hominy, with cheese, NS as to regular, quick, or instant, fat added in cooking	56201062	56201062
FNDDS_56201070	Grits, cooked, corn or hominy, with cheese, regular, NS as to fat added in cooking	56201070	56201070
FNDDS_56201071	Grits, cooked, corn or hominy, with cheese, regular, fat not added in cooking	56201071	56201071
FNDDS_56201072	Grits, cooked, corn or hominy, with cheese, regular, fat added in cooking	56201072	56201072
FNDDS_56201080	Grits, cooked, corn or hominy, with cheese, quick, NS as to fat added in cooking	56201080	56201080
FNDDS_56201081	Grits, cooked, corn or hominy, with cheese, quick, fat not added in cooking	56201081	56201081
FNDDS_56201082	Grits, cooked, corn or hominy, with cheese, quick, fat added in cooking	56201082	56201082
FNDDS_56201090	Grits, cooked, corn or hominy, with cheese, instant, NS as to fat added in cooking	56201090	56201090
FNDDS_56201091	Grits, cooked, corn or hominy, with cheese, instant, fat not added in cooking	56201091	56201091
FNDDS_56201092	Grits, cooked, corn or hominy, with cheese, instant, fat added in cooking	56201092	56201092
FNDDS_56201110	Grits, cooked, corn or hominy, quick, fat not added in cooking	56201110	56201110
FNDDS_56201120	Grits, cooked, corn or hominy, quick, fat added in cooking	56201120	56201120
FNDDS_56201130	Grits, cooked, corn or hominy, quick, NS as to fat added in cooking	56201130	56201130
FNDDS_56201210	Grits, cooked, corn or hominy, instant, fat not added in cooking	56201210	56201210
FNDDS_56201220	Grits, cooked, corn or hominy, instant, fat added in cooking	56201220	56201220
FNDDS_56201230	Grits, cooked, corn or hominy, instant, NS as to fat added in cooking	56201230	56201230
FNDDS_56201240	Grits, cooked, flavored, corn or hominy, instant, fat not added in cooking	56201240	56201240
FNDDS_56201250	Grits, cooked, flavored, corn or hominy, instant, fat added in cooking	56201250	56201250
FNDDS_56201260	Grits, cooked, flavored, corn or hominy, instant, NS as to fat added in cooking	56201260	56201260
FNDDS_56201296	Grits, cooked, corn or hominy, NS as to regular, quick, or instant, made with milk, fat added in cooking		56201296
FNDDS_56201298	Grits, cooked, corn or hominy, NS as to regular, quick, or instant, made with milk, fat not added in cooking		56201298
FNDDS_56201300	Grits, cooked, corn or hominy, NS as to regular, quick, or instant, made with milk, NS as to fat added in cooking	56201300	56201300
FNDDS_56201320	Grits, cooked, corn or hominy, regular, made with milk, fat added in cooking		56201320
FNDDS_56201322	Grits, cooked, corn or hominy, regular, made with milk, fat not added in cooking		56201322
FNDDS_56201324	Grits, cooked, corn or hominy, regular, made with milk, NS as to fat added in cooking		56201324
FNDDS_56201330	Grits, cooked, corn or hominy, quick, made with milk, fat added in cooking		56201330
FNDDS_56201332	Grits, cooked, corn or hominy, quick, made with milk, fat not added in cooking		56201332
FNDDS_56201334	Grits, cooked, corn or hominy, quick, made with milk, NS as to fat added in cooking		56201334
FNDDS_56201340	Grits, cooked, corn or hominy, instant, made with milk, fat added in cooking		56201340
FNDDS_56201342	Grits, cooked, corn or hominy, instant, made with milk, fat not added in cooking		56201342
FNDDS_56201344	Grits, cooked, corn or hominy, instant, made with milk, NS as to fat added in cooking		56201344
FNDDS_56201510	Cornmeal mush, made with water	56201510	56201510
FNDDS_56201520	Cornmeal mush, fried	56201520	56201520
FNDDS_56201530	Cornmeal mush, made with milk	56201530	56201530
FNDDS_56201540	Cornmeal, made with milk and sugar, Puerto Rican Style (Harina de maiz)	56201540	56201540
FNDDS_56201550	Cornmeal dumpling	56201550	56201550
FNDDS_56201560	Cornmeal sticks, boiled	56201560	56201560
FNDDS_56201600	Cornmeal, lime-treated, cooked (Masa harina)	56201600	56201600
FNDDS_56201700	Cornstarch with milk, eaten as a cereal (2 tbsp cornstarch in 2-1/2 cups milk)	56201700	56201700
FNDDS_56201750	Cornstarch, dry	56201800	56201750
FNDDS_56201990	Millet, cooked, NS as to fat added in cooking	56201990	56201990
FNDDS_56202000	Millet, cooked, fat not added in cooking	56202000	56202000
FNDDS_56202100	Millet, cooked, fat added in cooking	56202100	56202100
FNDDS_56202900	Oatmeal, cooked, from fast food		56202900
FNDDS_56202960	Oatmeal, cooked, NS as to regular, quick or instant; NS as to fat added in cooking	56202960	56202960
FNDDS_56202970	Oatmeal, cooked, quick (1 or 3 minutes), NS as to fat added in cooking	56202970	56202970
FNDDS_56202980	Oatmeal, cooked, regular, NS as to fat added in cooking	56202980	56202980
FNDDS_56203000	Oatmeal, cooked, NS as to regular, quick or instant, fat not added in cooking	56203000	56203000
FNDDS_56203010	Oatmeal, cooked, regular, fat not added in cooking	56203010	56203010
FNDDS_56203020	Oatmeal, cooked, quick (1 or 3 minutes), fat not added in cooking	56203020	56203020
FNDDS_56203030	Oatmeal, cooked, instant, fat not added in cooking	56203030	56203030
FNDDS_56203040	Oatmeal, cooked, NS as to regular, quick, or instant, fat added in cooking	56203040	56203040
FNDDS_56203050	Oatmeal, cooked, regular, fat added in cooking	56203050	56203050
FNDDS_56203060	Oatmeal, cooked, quick (1 or 3 minutes), fat added in cooking	56203060	56203060
FNDDS_56203070	Oatmeal, cooked, instant, fat added in cooking	56203070	56203070
FNDDS_56203080	Oatmeal, cooked, instant, NS as to fat added in cooking	56203080	56203080
FNDDS_56203110	Oatmeal with maple flavor, cooked	56203110	56203110
FNDDS_56203200	Oatmeal with fruit, cooked	56203200	56203200
FNDDS_56203210	Oatmeal, NS as to regular, quick, or instant, made with milk, fat not added in cooking	56203210	56203210
FNDDS_56203211	Oatmeal, cooked, regular, made with milk, fat not added in cooking	56203211	56203211
FNDDS_56203212	Oatmeal, cooked, quick (1 or 3 minutes), made with milk, fat not added in cooking	56203212	56203212
FNDDS_56203213	Oatmeal, cooked, instant, made with milk, fat not added in cooking	56203213	56203213
FNDDS_56203220	Oatmeal, NS as to regular, quick, or instant, made with milk, fat added in cooking	56203220	56203220
FNDDS_56203221	Oatmeal, cooked, regular, made with milk, fat added in cooking	56203221	56203221
FNDDS_56203222	Oatmeal, cooked, quick (1 or 3 minutes), made with milk, fat added in cooking	56203222	56203222
FNDDS_56203223	Oatmeal, cooked, instant, made with milk, fat added in cooking	56203223	56203223
FNDDS_56203230	Oatmeal, NS as to regular, quick, or instant, made with milk, NS as to fat added in cooking	56203230	56203230
FNDDS_56203231	Oatmeal, cooked, regular, made with milk, NS as to fat added in cooking	56203231	56203231
FNDDS_56203232	Oatmeal, cooked, quick (1 or 3 minutes), made with milk, NS as to fat added in cooking	56203232	56203232
FNDDS_56203233	Oatmeal, cooked, instant, made with milk, NS as to fat added in cooking	56203233	56203233
FNDDS_56203540	Oatmeal, made with milk and sugar, Puerto Rican style	56203540	56203540
FNDDS_56203600	Oatmeal, multigrain, cooked, NS as to fat added in cooking	56203600	56203600
FNDDS_56203610	Oatmeal, multigrain, cooked, fat not added in cooking	56203610	56203610
FNDDS_56203620	Oatmeal, multigrain, cooked, fat added in cooking	56203620	56203620
FNDDS_56204000	Quinoa, cooked, NS as to fat added in cooking	56204000	56204000
FNDDS_56204005	Quinoa, cooked, fat not added in cooking	56204005	56204005
FNDDS_56204010	Quinoa, cooked, fat added in cooking	56204010	56204010
FNDDS_56205000	Rice, cooked, NFS	56205000	56205000
FNDDS_56205002	Rice, white, cooked, fat added in cooking, made with oil	56205002	56205002
FNDDS_56205004	Rice, white, cooked, fat added in cooking, made with butter	56205004	56205004
FNDDS_56205006	Rice, white, cooked, fat added in cooking, made with margarine	56205006	56205006
FNDDS_56205008	Rice, white, cooked, fat not added in cooking	56205008	56205008
FNDDS_56205012	Rice, brown, cooked, fat added in cooking, made with oil	56205012	56205012
FNDDS_56205014	Rice, brown, cooked, fat added in cooking, made with butter	56205014	56205014
FNDDS_56205016	Rice, brown, cooked, fat added in cooking, made with margarine	56205016	56205016
FNDDS_56205018	Rice, brown, cooked, fat not added in cooking	56205018	56205018
FNDDS_56205050	Rice, cream of, cooked, fat not added in cooking	56205050	56205050
FNDDS_56205060	Rice, cooked, with milk	56205060	56205060
FNDDS_56205070	Rice, sweet (rice, cooked, with honey)	56205070	56205070
FNDDS_56205080	Rice, creamed, made with milk and sugar, Puerto Rican style	56205080	56205080
FNDDS_56205090	Rice, cream of, cooked, fat added in cooking	56205090	56205090
FNDDS_56205092	Rice, cream of, cooked, NS as to fat added in cooking		56205092
FNDDS_56205094	Rice, cream of, cooked, made with milk		56205094
FNDDS_56205101	Congee (Asian)		56205101
FNDDS_56205130	Yellow rice, cooked, NS as to fat added in cooking	56205130	56205130
FNDDS_56205150	Yellow rice, cooked, fat not added in cooking	56205150	56205150
FNDDS_56205170	Yellow rice, cooked, fat added in cooking	56205170	56205170
FNDDS_56205190	Rice, white, cooked, glutinous	56205190	56205190
FNDDS_56205200	Rice, frozen dessert, nondairy, flavors other than chocolate	56205200	56205200
FNDDS_56205205	Rice, wild, 100%, cooked, NS as to fat added in cooking	56205205	56205205
FNDDS_56205210	Rice, wild, 100%, cooked, fat not added in cooking	56205210	56205210
FNDDS_56205215	Rice, wild, 100%, cooked, fat added in cooking	56205215	56205215
FNDDS_56205230	Rice dessert bar, frozen, flavors other than chocolate, nondairy, carob covered	56205230	56205230
FNDDS_56205240	Rice dessert bar, frozen, chocolate, nondairy, chocolate covered	56205240	56205240
FNDDS_56205300	Rice, white and wild, cooked, fat not added in cooking	56205300	56205300
FNDDS_56205310	Rice, brown and wild, cooked, fat not added in cooking	56205310	56205310
FNDDS_56205320	Rice, white and wild, cooked, fat added in cooking	56205320	56205320
FNDDS_56205330	Rice, white and wild, cooked, NS as to fat added in cooking	56205330	56205330
FNDDS_56205340	Rice, brown and wild, cooked, fat added in cooking	56205340	56205340
FNDDS_56205350	Rice, brown and wild, cooked, NS as to fat added in cooking	56205350	56205350
FNDDS_56205410	Rice, white, cooked with (fat) oil, Puerto Rican style (Arroz blanco)	56205410	56205410
FNDDS_56206970	Wheat, cream of, cooked, quick, NS as to fat added in cooking	56206970	56206970
FNDDS_56206980	Wheat, cream of, cooked, regular, NS as to fat added in cooking	56206980	56206980
FNDDS_56206990	Wheat, cream of, cooked, NS as to regular, quick, or instant, NS as to fat added in cooking	56206990	56206990
FNDDS_56207000	Wheat, cream of, cooked, NS as to regular, quick, or instant, fat not added in cooking	56207000	56207000
FNDDS_56207010	Wheat, cream of, cooked, regular, fat not added in cooking	56207010	56207010
FNDDS_56207020	Wheat, cream of, cooked, quick, fat not added in cooking	56207020	56207020
FNDDS_56207030	Wheat, cream of, cooked, instant, fat not added in cooking	56207030	56207030
FNDDS_56207050	Wheat, cream of, cooked, made with milk and sugar, Puerto Rican style	56207050	56207050
FNDDS_56207060	Wheat, cream of, cooked, instant, fat added in cooking	56207060	56207060
FNDDS_56207070	Wheat, cream of, cooked, instant, NS as to fat added in cooking	56207070	56207070
FNDDS_56207080	Wheat, cream of, cooked, NS as to regular, quick, or instant, fat added in cooking	56207080	56207080
