ID	LABEL	FNDDS1112	FNDDS1314
FNDDS_22201000	Pork steak or cutlet, NS as to cooking method, NS as to fat eaten	22201000	22201000
FNDDS_22201010	Pork steak or cutlet, NS as to cooking method, lean and fat eaten	22201010	22201010
FNDDS_22201020	Pork steak or cutlet, NS as to cooking method, lean only eaten	22201020	22201020
FNDDS_22201050	Pork steak or cutlet, battered, fried, NS as to fat eaten	22201050	22201050
FNDDS_22201060	Pork steak or cutlet, battered, fried, lean and fat eaten	22201060	22201060
FNDDS_22201070	Pork steak or cutlet, battered, fried, lean only eaten	22201070	22201070
FNDDS_22201100	Pork steak or cutlet, broiled or baked, NS as to fat eaten	22201100	22201100
FNDDS_22201110	Pork steak or cutlet, broiled or baked, lean and fat eaten	22201110	22201110
FNDDS_22201120	Pork steak or cutlet, broiled or baked, lean only eaten	22201120	22201120
FNDDS_22201200	Pork steak or cutlet, fried, NS as to fat eaten	22201200	22201200
FNDDS_22201210	Pork steak or cutlet, fried, lean and fat eaten	22201210	22201210
FNDDS_22201220	Pork steak or cutlet, fried, lean only eaten	22201220	22201220
FNDDS_22201300	Pork steak or cutlet, breaded or floured, broiled or baked, NS as to fat eaten	22201300	22201300
FNDDS_22201310	Pork steak or cutlet, breaded or floured, broiled or baked, lean and fat eaten	22201310	22201310
FNDDS_22201320	Pork steak or cutlet, breaded or floured, broiled or baked, lean only eaten	22201320	22201320
FNDDS_22201400	Pork steak or cutlet, breaded or floured, fried, NS as to fat eaten	22201400	22201400
FNDDS_22201410	Pork steak or cutlet, breaded or floured, fried, lean and fat eaten	22201410	22201410
FNDDS_22201420	Pork steak or cutlet, breaded or floured, fried, lean only eaten	22201420	22201420
FNDDS_22210300	Pork, tenderloin, cooked, NS as to cooking method	22210300	22210300
FNDDS_22210310	Pork, tenderloin, breaded, fried	22210310	22210310
FNDDS_22210350	Pork, tenderloin, braised	22210350	22210350
FNDDS_22210400	Pork, tenderloin, baked	22210400	22210400
FNDDS_22210450	Pork, tenderloin, battered, fried	22210450	22210450
FNDDS_22300120	Ham, fried, NS as to fat eaten	22300120	22300120
FNDDS_22300130	Ham, fried, lean and fat eaten	22300130	22300130
FNDDS_22300140	Ham, fried, lean only eaten	22300140	22300140
FNDDS_22300150	Ham, breaded or floured, fried, NS as to fat eaten	22300150	22300150
FNDDS_22300160	Ham, breaded or floured, fried, lean and fat eaten	22300160	22300160
FNDDS_22300170	Ham, breaded or floured, fried, lean only eaten	22300170	22300170
FNDDS_22301000	Ham, fresh, cooked, NS as to fat eaten	22301000	22301000
FNDDS_22301110	Ham, fresh, cooked, lean and fat eaten	22301110	22301110
FNDDS_22301120	Ham, fresh, cooked, lean only eaten	22301120	22301120
FNDDS_22311000	Ham, smoked or cured, cooked, NS as to fat eaten	22311000	22311000
FNDDS_22311010	Ham, smoked or cured, cooked, lean and fat eaten	22311010	22311010
FNDDS_22311020	Ham, smoked or cured, cooked, lean only eaten	22311020	22311020
FNDDS_22311200	Ham, smoked or cured, low sodium, cooked, NS as to fat eaten	22311200	
FNDDS_22311210	Ham, smoked or cured, low sodium, cooked, lean and fat eaten	22311210	
FNDDS_22311220	Ham, smoked or cured, low sodium, cooked, lean only eaten	22311220	
FNDDS_22311450	Ham, prosciutto	22311450	22311450
FNDDS_22311500	Ham, smoked or cured, canned, NS as to fat eaten	22311500	22311500
FNDDS_22311510	Ham, smoked or cured, canned, lean and fat eaten	22311510	22311510
FNDDS_22311520	Ham, smoked or cured, canned, lean only eaten	22311520	22311520
FNDDS_22321110	Ham, smoked or cured, ground patty	22321110	22321110
FNDDS_22400100	Pork roast, NS as to cut, cooked, NS as to fat eaten	22400100	22400100
FNDDS_22400110	Pork roast, NS as to cut, cooked, lean and fat eaten	22400110	22400110
FNDDS_22400120	Pork roast, NS as to cut, cooked, lean only eaten	22400120	22400120
FNDDS_22401000	Pork roast, loin, cooked, NS as to fat eaten	22401000	22401000
FNDDS_22401010	Pork roast, loin, cooked, lean and fat eaten	22401010	22401010
FNDDS_22401020	Pork roast, loin, cooked, lean only eaten	22401020	22401020
FNDDS_22402510	Fried pork chunks, Puerto Rican style (Carne de cerdo frita, masitas fritas)	22402510	22402510
FNDDS_22411000	Pork roast, shoulder, cooked, NS as to fat eaten	22411000	22411000
FNDDS_22411010	Pork roast, shoulder, cooked, lean and fat eaten	22411010	22411010
FNDDS_22411020	Pork roast, shoulder, cooked, lean only eaten	22411020	22411020
FNDDS_22421000	Pork roast, smoked or cured, cooked, NS as to fat eaten	22421000	22421000
FNDDS_22421010	Pork roast, smoked or cured, cooked, lean and fat eaten	22421010	22421010
FNDDS_22421020	Pork roast, smoked or cured, cooked, lean only eaten	22421020	22421020
FNDDS_22431000	Pork roll, cured, fried	22431000	22431000
FNDDS_22501010	Canadian bacon, cooked	22501010	22501010
FNDDS_22600100	Bacon, NS as to type of meat, cooked	22600100	22600100
FNDDS_22600110	Bacon, NS as to type of meat, reduced sodium, cooked		22600110
FNDDS_22600200	Pork bacon, NS as to fresh, smoked or cured, cooked	22600200	22600200
FNDDS_22600210	Pork bacon, NS as to fresh, smoked or cured, reduced sodium, cooked		22600210
FNDDS_22601000	Pork bacon, smoked or cured, cooked	22601000	22601000
FNDDS_22601040	Bacon or side pork, fresh, cooked	22601040	22601040
FNDDS_22602010	Pork bacon, smoked or cured, reduced sodium, cooked	22602010	22602010
FNDDS_22605010	Pork bacon, formed, lean meat added, cooked	22605010	
FNDDS_22621000	Salt pork, cooked	22621000	22621000
FNDDS_22621100	Fat back, cooked	22621100	22621100
FNDDS_22701000	Pork, spareribs, cooked, NS as to fat eaten	22701000	22701000
FNDDS_22701010	Pork, spareribs, cooked, lean and fat eaten	22701010	22701010
FNDDS_22701020	Pork, spareribs, cooked, lean only eaten	22701020	22701020
FNDDS_22701030	Pork, spareribs, barbecued, with sauce, NS as to fat eaten	22701030	22701030
FNDDS_22701040	Pork, spareribs, barbecued, with sauce, lean and fat eaten	22701040	22701040
FNDDS_22701050	Pork, spareribs, barbecued, with sauce, lean only eaten	22701050	22701050
FNDDS_22704010	Pork, cracklings, cooked	22704010	22704010
FNDDS_22705010	Pork ears, tail, head, snout, miscellaneous parts, cooked	22705010	22705010
FNDDS_22706010	Pork, neck bones, cooked	22706010	22706010
FNDDS_22707010	Pork, pig's feet, cooked	22707010	22707010
FNDDS_22707020	Pork, pig's feet, pickled	22707020	22707020
FNDDS_22708010	Pork, pig's hocks, cooked	22708010	22708010
FNDDS_22709010	Pork skin, rinds, deep-fried	22709010	22709010
FNDDS_22709110	Pork skin, boiled	22709110	22709110
FNDDS_22810010	Ham, baby food, strained	22810010	22810010
FNDDS_22820000	Meat stick, baby food	22820000	22820000
FNDDS_23000100	Lamb, NS as to cut, cooked	23000100	23000100
FNDDS_23101000	Lamb chop, NS as to cut, cooked, NS as to fat eaten	23101000	23101000
FNDDS_23101010	Lamb chop, NS as to cut, cooked, lean and fat eaten	23101010	23101010
FNDDS_23101020	Lamb chop, NS as to cut, cooked, lean only eaten	23101020	23101020
FNDDS_23104000	Lamb, loin chop, cooked, NS as to fat eaten	23104000	23104000
FNDDS_23104010	Lamb, loin chop, cooked, lean and fat eaten	23104010	23104010
FNDDS_23104020	Lamb, loin chop, cooked, lean only eaten	23104020	23104020
FNDDS_23107000	Lamb, shoulder chop, cooked, NS as to fat eaten	23107000	23107000
FNDDS_23107010	Lamb, shoulder chop, cooked, lean and fat eaten	23107010	23107010
FNDDS_23107020	Lamb, shoulder chop, cooked, lean only eaten	23107020	23107020
FNDDS_23110000	Lamb, ribs, cooked, lean only eaten	23110000	23110000
FNDDS_23110010	Lamb, ribs, cooked, NS as to fat eaten	23110010	23110010
FNDDS_23110050	Lamb, ribs, cooked, lean and fat eaten	23110050	23110050
FNDDS_23111010	Lamb hocks, cooked	23111010	23111010
FNDDS_23120100	Lamb, roast, cooked, NS as to fat eaten	23120100	23120100
FNDDS_23120110	Lamb, roast, cooked, lean and fat eaten	23120110	23120110
FNDDS_23120120	Lamb, roast, cooked, lean only eaten	23120120	23120120
FNDDS_23132000	Lamb, ground or patty, cooked	23132000	23132000
FNDDS_23150100	Goat, boiled	23150100	23150100
FNDDS_23150200	Goat, fried	23150200	23150200
FNDDS_23150250	Goat, baked	23150250	23150250
FNDDS_23150270	Goat head, cooked	23150270	23150270
FNDDS_23150300	Goat ribs, cooked	23150300	23150300
FNDDS_23200100	Veal, NS as to cut, cooked, NS as to fat eaten	23200100	23200100
FNDDS_23200110	Veal, NS as to cut, cooked, lean and fat eaten	23200110	23200110
FNDDS_23200120	Veal, NS as to cut, cooked, lean only eaten	23200120	23200120
FNDDS_23201010	Veal chop, NS as to cooking method, NS as to fat eaten	23201010	23201010
FNDDS_23201020	Veal chop, NS as to cooking method, lean and fat eaten	23201020	23201020
FNDDS_23201030	Veal chop, NS as to cooking method, lean only eaten	23201030	23201030
FNDDS_23203010	Veal chop, fried, NS as to fat eaten	23203010	23203010
FNDDS_23203020	Veal chop, fried, lean and fat eaten	23203020	23203020
FNDDS_23203030	Veal chop, fried, lean only eaten	23203030	23203030
FNDDS_23203100	Veal chop, broiled, NS as to fat eaten	23203100	23203100
FNDDS_23203110	Veal chop, broiled, lean and fat eaten	23203110	23203110
FNDDS_23203120	Veal chop, broiled, lean only eaten	23203120	23203120
FNDDS_23204010	Veal cutlet or steak, NS as to cooking method, NS as to fat eaten	23204010	23204010
FNDDS_23204020	Veal cutlet or steak, NS as to cooking method, lean and fat eaten	23204020	23204020
FNDDS_23204030	Veal cutlet or steak, NS as to cooking method, lean only eaten	23204030	23204030
FNDDS_23204200	Veal cutlet or steak, broiled, NS as to fat eaten	23204200	23204200
FNDDS_23204210	Veal cutlet or steak, broiled, lean and fat eaten	23204210	23204210
FNDDS_23204220	Veal cutlet or steak, broiled, lean only eaten	23204220	23204220
FNDDS_23205010	Veal cutlet or steak, fried, NS as to fat eaten	23205010	23205010
FNDDS_23205020	Veal cutlet or steak, fried, lean and fat eaten	23205020	23205020
FNDDS_23205030	Veal cutlet or steak, fried, lean only eaten	23205030	23205030
FNDDS_23210010	Veal, roasted, NS as to fat eaten	23210010	23210010
FNDDS_23210020	Veal, roasted, lean and fat eaten	23210020	23210020
FNDDS_23210030	Veal, roasted, lean only eaten	23210030	23210030
FNDDS_23220010	Veal, ground or patty, cooked	23220010	23220010
FNDDS_23220020	Mock chicken legs, cooked	23220020	23220020
FNDDS_23220030	Veal patty, breaded, cooked	23220030	23220030
FNDDS_23310000	Rabbit, NS as to domestic or wild, cooked	23310000	23310000
FNDDS_23311100	Rabbit, domestic, NS as to cooking method	23311100	23311100
FNDDS_23311120	Rabbit, NS as to domestic or wild, breaded, fried	23311120	23311120
FNDDS_23311200	Rabbit, wild, cooked	23311200	23311200
FNDDS_23321000	Venison/deer, NFS	23321000	23321000
FNDDS_23321050	Venison/deer, cured	23321050	23321050
FNDDS_23321100	Venison/deer, roasted	23321100	23321100
FNDDS_23321200	Venison/deer steak, cooked, NS as to cooking method	23321200	23321200
FNDDS_23321250	Venison/deer steak, breaded or floured, cooked, NS as to cooking method	23321250	23321250
FNDDS_23321900	Venison/deer jerky	23321900	23321900
FNDDS_23322100	Deer bologna	23322100	23322100
FNDDS_23322300	Deer chop, cooked	23322300	23322300
FNDDS_23322350	Venison/deer ribs, cooked	23322350	23322350
FNDDS_23322400	Venison/deer, stewed	23322400	23322400
FNDDS_23323100	Moose, cooked	23323100	23323100
FNDDS_23323500	Bear, cooked	23323500	23323500
FNDDS_23324100	Caribou, cooked	23324100	23324100
FNDDS_23326100	Bison, cooked	23326100	23326100
FNDDS_23331100	Ground hog, cooked	23331100	23331100
FNDDS_23332100	Opossum, cooked	23332100	23332100
FNDDS_23333100	Squirrel, cooked	23333100	23333100
FNDDS_23334100	Beaver, cooked	23334100	23334100
FNDDS_23335100	Raccoon, cooked	23335100	23335100
FNDDS_23340100	Armadillo, cooked	23340100	23340100
FNDDS_23345100	Wild pig, smoked	23345100	23345100
FNDDS_23350100	Ostrich, cooked	23350100	23350100
FNDDS_23410010	Lamb, baby food, strained	23410010	23410010
FNDDS_23420010	Veal, baby food, strained	23420010	23420010
FNDDS_24100000	Chicken, NS as to part and cooking method, NS as to skin eaten	24100000	24100000
FNDDS_24100010	Chicken, NS as to part and cooking method, skin eaten	24100010	24100010
FNDDS_24100020	Chicken, NS as to part and cooking method, skin not eaten	24100020	24100020
FNDDS_24102000	Chicken, NS as to part, roasted, broiled, or baked, NS as to skin eaten	24102000	24102000
FNDDS_24102010	Chicken, NS as to part, roasted, broiled, or baked, skin eaten	24102010	24102010
FNDDS_24102020	Chicken, NS as to part, roasted, broiled, or baked, skin not eaten	24102020	24102020
FNDDS_24103000	Chicken, NS as to part, stewed, NS as to skin eaten	24103000	24103000
FNDDS_24103010	Chicken, NS as to part, stewed, skin eaten	24103010	24103010
FNDDS_24103020	Chicken, NS as to part, stewed, skin not eaten	24103020	24103020
FNDDS_24104000	Chicken, NS as to part, fried, no coating, NS as to skin eaten, fat added in cooking	24104000	24104000
FNDDS_24104001	Chicken, NS as to part, fried, no coating, NS as to skin eaten, fat not added in cooking		24104001
FNDDS_24104010	Chicken, NS as to part, fried, no coating, skin eaten, fat added in cooking	24104010	24104010
FNDDS_24104011	Chicken, NS as to part, fried, no coating, skin eaten, fat not added in cooking		24104011
FNDDS_24104020	Chicken, NS as to part, fried, no coating, skin not eaten, fat added in cooking	24104020	24104020
FNDDS_24104021	Chicken, NS as to part, fried, no coating, skin not eaten, fat not added in cooking		24104021
FNDDS_24107000	Chicken, NS as to part, coated, baked or fried, prepared with skin, NS as to skin/coating eaten, fat added in cooking	24107000	24107000
FNDDS_24107001	Chicken, NS as to part, coated, baked or fried, prepared with skin, NS as to skin/coating eaten, fat not added in cooking		24107001
FNDDS_24107010	Chicken, NS as to part, coated, baked or fried, prepared with skin, skin/coating eaten, fat added in cooking	24107010	24107010
FNDDS_24107011	Chicken, NS as to part, coated, baked or fried, prepared with skin, skin/coating eaten, fat not added in cooking		24107011
FNDDS_24107020	Chicken, NS as to part, coated, baked or fried, prepared with skin, skin/coating not eaten, fat added in cooking	24107020	24107020
FNDDS_24107021	Chicken, NS as to part, coated, baked or fried, prepared with skin, skin/coating not eaten, fat not added in cooking		24107021
FNDDS_24107040	Chicken, NS as to part, coated, baked or fried, prepared skinless, NS as to coating eaten, fat added in cooking	24107040	24107040
FNDDS_24107041	Chicken, NS as to part, coated, baked or fried, prepared skinless, NS as to coating eaten, fat not added in cooking		24107041
FNDDS_24107050	Chicken, NS as to part, coated, baked or fried, prepared skinless, coating eaten, fat added in cooking	24107050	24107050
FNDDS_24107051	Chicken, NS as to part, coated, baked or fried, prepared skinless, coating eaten, fat not added in cooking		24107051
FNDDS_24107060	Chicken, NS as to part, coated, baked or fried, prepared skinless, coating not eaten, fat added in cooking	24107060	24107060
FNDDS_24107061	Chicken, NS as to part, coated, baked or fried, prepared skinless, coating not eaten, fat not added in cooking		24107061
FNDDS_24120100	Chicken, breast, NS as to cooking method, NS as to skin eaten	24120100	24120100
FNDDS_24120110	Chicken, breast, NS as to cooking method, skin eaten	24120110	24120110
FNDDS_24120120	Chicken, breast, NS as to cooking method, skin not eaten	24120120	24120120
FNDDS_24122100	Chicken, breast, roasted, broiled, or baked, NS as to skin eaten	24122100	24122100
FNDDS_24122110	Chicken, breast, roasted, broiled, or baked, skin eaten	24122110	24122110
FNDDS_24122120	Chicken, breast, roasted, broiled, or baked, skin not eaten	24122120	24122120
FNDDS_24123100	Chicken, breast, stewed, NS as to skin eaten	24123100	24123100
FNDDS_24123110	Chicken, breast, stewed, skin eaten	24123110	24123110
FNDDS_24123120	Chicken, breast, stewed, skin not eaten	24123120	24123120
FNDDS_24124100	Chicken, breast, fried, no coating, NS as to skin eaten, fat added in cooking	24124100	24124100
FNDDS_24124101	Chicken, breast, fried, no coating, NS as to skin eaten, fat not added in cooking		24124101
FNDDS_24124110	Chicken, breast, fried, no coating, skin eaten, NS as to type of fat added in cooking	24124110	24124110
FNDDS_24124111	Chicken, breast, fried, no coating, skin eaten, made with shortening		24124111
FNDDS_24124112	Chicken, breast, fried, no coating, skin eaten, made with butter		24124112
FNDDS_24124113	Chicken, breast, fried, no coating, skin eaten, made with oil		24124113
FNDDS_24124114	Chicken, breast, fried, no coating, skin eaten, made with cooking spray		24124114
FNDDS_24124115	Chicken, breast, fried, no coating, skin eaten, made without fat		24124115
FNDDS_24124120	Chicken, breast, fried, no coating, skin not eaten, NS as to type of fat added in cooking	24124120	24124120
FNDDS_24124121	Chicken, breast, fried, no coating, skin not eaten, made with shortening		24124121
FNDDS_24124122	Chicken, breast, fried, no coating, skin not eaten, made with butter		24124122
