ID	LABEL	SR26	SR27	SR28
SR_17080	Lamb, New Zealand, imported, rack - partly frenched, separable lean and fat, raw	17080	17080	17080
SR_17081	Lamb, New Zealand, imported, rack - partly frenched, separable lean and fat, cooked, fast roasted	17081	17081	17081
SR_17082	Lamb, New Zealand, imported, rack - partly frenched, separable lean only, raw	17082	17082	17082
SR_17083	Lamb, New Zealand, imported, rack - partly frenched, separable lean only, cooked, fast roasted	17083	17083	17083
SR_17084	Lamb, New Zealand, imported, square-cut shoulder, separable lean and fat, raw	17084	17084	17084
SR_17085	Lamb, New Zealand, imported, frozen, shoulder, whole (arm and blade), separable lean and fat, cooked, braised	17085	17085	17085
SR_17086	Lamb, New Zealand, imported, square-cut shoulder, separable lean only, raw	17086	17086	17086
SR_17087	Lamb, New Zealand, imported, frozen, shoulder, whole (arm and blade), separable lean only, cooked, braised	17087	17087	17087
SR_17088	Veal, composite of trimmed retail cuts, separable lean and fat, raw	17088	17088	17088
SR_17089	Veal, composite of trimmed retail cuts, separable lean and fat, cooked	17089	17089	17089
SR_17090	Veal, composite of trimmed retail cuts, separable lean only, raw	17090	17090	17090
SR_17091	Veal, composite of trimmed retail cuts, separable lean only, cooked	17091	17091	17091
SR_17092	Veal, composite of trimmed retail cuts, separable fat, raw	17092	17092	17092
SR_17093	Veal, composite of trimmed retail cuts, separable fat, cooked	17093	17093	17093
SR_17094	Veal, leg (top round), separable lean and fat, raw	17094	17094	17094
SR_17095	Veal, leg (top round), separable lean and fat, cooked, braised	17095	17095	17095
SR_17096	Veal, leg (top round), separable lean and fat, cooked, pan-fried, breaded	17096	17096	17096
SR_17097	Veal, leg (top round), separable lean and fat, cooked, pan-fried, not breaded	17097	17097	17097
SR_17098	Veal, leg (top round), separable lean and fat, cooked, roasted	17098	17098	17098
SR_17099	Veal, leg (top round), separable lean only, raw	17099	17099	17099
SR_17100	Veal, leg (top round), separable lean only, cooked, braised	17100	17100	17100
SR_17101	Veal, leg (top round), separable lean only, cooked, pan-fried, breaded	17101	17101	17101
SR_17102	Veal, leg (top round), separable lean only, cooked, pan-fried, not breaded	17102	17102	17102
SR_17103	Veal, leg (top round), separable lean only, cooked, roasted	17103	17103	17103
SR_17104	Veal, loin, separable lean and fat, raw	17104	17104	17104
SR_17105	Veal, loin, separable lean and fat, cooked, braised	17105	17105	17105
SR_17106	Veal, loin, separable lean and fat, cooked, roasted	17106	17106	17106
SR_17107	Veal, loin, separable lean only, raw	17107	17107	17107
SR_17108	Veal, loin, separable lean only, cooked, braised	17108	17108	17108
SR_17109	Veal, loin, separable lean only, cooked, roasted	17109	17109	17109
SR_17110	Veal, rib, separable lean and fat, raw	17110	17110	17110
SR_17111	Veal, rib, separable lean and fat, cooked, braised	17111	17111	17111
SR_17112	Veal, rib, separable lean and fat, cooked, roasted	17112	17112	17112
SR_17113	Veal, rib, separable lean only, raw	17113	17113	17113
SR_17114	Veal, rib, separable lean only, cooked, braised	17114	17114	17114
SR_17115	Veal, rib, separable lean only, cooked, roasted	17115	17115	17115
SR_17116	Veal, shoulder, whole (arm and blade), separable lean and fat, raw	17116	17116	17116
SR_17117	Veal, shoulder, whole (arm and blade), separable lean and fat, cooked, braised	17117	17117	17117
SR_17118	Veal, shoulder, whole (arm and blade), separable lean and fat, cooked, roasted	17118	17118	17118
SR_17119	Veal, shoulder, whole (arm and blade), separable lean only, raw	17119	17119	17119
SR_17120	Veal, shoulder, whole (arm and blade), separable lean only, cooked, braised	17120	17120	17120
SR_17121	Veal, shoulder, whole (arm and blade), separable lean only, cooked, roasted	17121	17121	17121
SR_17122	Veal, shoulder, arm, separable lean and fat, raw	17122	17122	17122
SR_17123	Veal, shoulder, arm, separable lean and fat, cooked, braised	17123	17123	17123
SR_17124	Veal, shoulder, arm, separable lean and fat, cooked, roasted	17124	17124	17124
SR_17125	Veal, shoulder, arm, separable lean only, raw	17125	17125	17125
SR_17126	Veal, shoulder, arm, separable lean only, cooked, braised	17126	17126	17126
SR_17127	Veal, shoulder, arm, separable lean only, cooked, roasted	17127	17127	17127
SR_17128	Veal, shoulder, blade chop, separable lean and fat, raw	17128	17128	17128
SR_17129	Veal, shoulder, blade, separable lean and fat, cooked, braised	17129	17129	17129
SR_17130	Veal, shoulder, blade, separable lean and fat, cooked, roasted	17130	17130	17130
SR_17131	Veal, shoulder, blade chop, separable lean only, raw	17131	17131	17131
SR_17132	Veal, shoulder, blade, separable lean only, cooked, braised	17132	17132	17132
SR_17133	Veal, shoulder, blade, separable lean only, cooked, roasted	17133	17133	17133
SR_17134	Veal, sirloin, separable lean and fat, raw	17134	17134	17134
SR_17135	Veal, sirloin, separable lean and fat, cooked, braised	17135	17135	17135
SR_17136	Veal, sirloin, separable lean and fat, cooked, roasted	17136	17136	17136
SR_17137	Veal, sirloin, separable lean only, raw	17137	17137	17137
SR_17138	Veal, sirloin, separable lean only, cooked, braised	17138	17138	17138
SR_17139	Veal, sirloin, separable lean only, cooked, roasted	17139	17139	17139
SR_17140	Veal, cubed for stew (leg and shoulder), separable lean only, raw	17140	17140	17140
SR_17141	Veal, cubed for stew (leg and shoulder), separable lean only, cooked, braised	17141	17141	17141
SR_17142	Veal, ground, raw	17142	17142	17142
SR_17143	Veal, ground, cooked, broiled	17143	17143	17143
SR_17144	Game meat, antelope, raw	17144	17144	17144
SR_17145	Game meat, antelope, cooked, roasted	17145	17145	17145
SR_17146	Game meat, bear, raw	17146	17146	17146
SR_17147	Game meat, bear, cooked, simmered	17147	17147	17147
SR_17148	Bison, ground, grass-fed, cooked	17148	17148	17148
SR_17149	Bison, ground, grass-fed, raw	17149	17149	17149
SR_17150	Game meat, beaver, raw	17150	17150	17150
SR_17151	Game meat, beaver, cooked, roasted	17151	17151	17151
SR_17152	Game meat, beefalo, composite of cuts, raw	17152	17152	17152
SR_17153	Game meat, beefalo, composite of cuts, cooked, roasted	17153	17153	17153
SR_17154	Veal, Australian, separable fat, raw	17154	17154	17154
SR_17155	Veal, Australian, rib, rib roast, separable lean and fat, raw	17155	17155	17155
SR_17156	Game meat, bison, separable lean only, raw	17156	17156	17156
SR_17157	Game meat, bison, separable lean only, cooked, roasted	17157	17157	17157
SR_17158	Game meat, boar, wild, raw	17158	17158	17158
SR_17159	Game meat, boar, wild, cooked, roasted	17159	17159	17159
SR_17160	Game meat, buffalo, water, raw	17160	17160	17160
SR_17161	Game meat, buffalo, water, cooked, roasted	17161	17161	17161
SR_17162	Game meat, caribou, raw	17162	17162	17162
SR_17163	Game meat, caribou, cooked, roasted	17163	17163	17163
SR_17164	Game meat, deer, raw	17164	17164	17164
SR_17165	Game meat, deer, cooked, roasted	17165	17165	17165
SR_17166	Game meat, elk, raw	17166	17166	17166
SR_17167	Game meat, elk, cooked, roasted	17167	17167	17167
SR_17168	Goat, raw	17168	17168	17168
SR_17169	Game meat, goat, cooked, roasted	17169	17169	17169
SR_17170	Game meat, horse, raw	17170	17170	17170
SR_17171	Game meat, horse, cooked, roasted	17171	17171	17171
SR_17172	Game meat, moose, raw	17172	17172	17172
SR_17173	Game meat, moose, cooked, roasted	17173	17173	17173
SR_17174	Game meat, muskrat, raw	17174	17174	17174
SR_17175	Game meat, muskrat, cooked, roasted	17175	17175	17175
SR_17176	Game meat, opossum, cooked, roasted	17176	17176	17176
SR_17177	Game meat, rabbit, domesticated, composite of cuts, raw	17177	17177	17177
SR_17178	Game meat, rabbit, domesticated, composite of cuts, cooked, roasted	17178	17178	17178
SR_17179	Game meat, rabbit, domesticated, composite of cuts, cooked, stewed	17179	17179	17179
SR_17180	Game meat, rabbit, wild, raw	17180	17180	17180
SR_17181	Game meat, rabbit, wild, cooked, stewed	17181	17181	17181
SR_17182	Game meat, raccoon, cooked, roasted	17182	17182	17182
SR_17183	Game meat, squirrel, raw	17183	17183	17183
SR_17184	Game meat, squirrel, cooked, roasted	17184	17184	17184
SR_17185	Lamb, variety meats and by-products, brain, raw	17185	17185	17185
SR_17186	Lamb, variety meats and by-products, brain, cooked, braised	17186	17186	17186
SR_17187	Lamb, variety meats and by-products, brain, cooked, pan-fried	17187	17187	17187
SR_17188	Veal, variety meats and by-products, brain, raw	17188	17188	17188
SR_17189	Veal, variety meats and by-products, brain, cooked, braised	17189	17189	17189
SR_17190	Veal, variety meats and by-products, brain, cooked, pan-fried	17190	17190	17190
SR_17191	Lamb, variety meats and by-products, heart, raw	17191	17191	17191
SR_17192	Lamb, variety meats and by-products, heart, cooked, braised	17192	17192	17192
SR_17193	Veal, variety meats and by-products, heart, raw	17193	17193	17193
SR_17194	Veal, variety meats and by-products, heart, cooked, braised	17194	17194	17194
SR_17195	Lamb, variety meats and by-products, kidneys, raw	17195	17195	17195
SR_17196	Lamb, variety meats and by-products, kidneys, cooked, braised	17196	17196	17196
SR_17197	Veal, variety meats and by-products, kidneys, raw	17197	17197	17197
SR_17198	Veal, variety meats and by-products, kidneys, cooked, braised	17198	17198	17198
SR_17199	Lamb, variety meats and by-products, liver, raw	17199	17199	17199
SR_17200	Lamb, variety meats and by-products, liver, cooked, braised	17200	17200	17200
SR_17201	Lamb, variety meats and by-products, liver, cooked, pan-fried	17201	17201	17201
SR_17202	Veal, variety meats and by-products, liver, raw	17202	17202	17202
SR_17203	Veal, variety meats and by-products, liver, cooked, braised	17203	17203	17203
SR_17204	Veal, variety meats and by-products, liver, cooked, pan-fried	17204	17204	17204
SR_17205	Lamb, variety meats and by-products, lungs, raw	17205	17205	17205
SR_17206	Lamb, variety meats and by-products, lungs, cooked, braised	17206	17206	17206
SR_17207	Veal, variety meats and by-products, lungs, raw	17207	17207	17207
SR_17208	Veal, variety meats and by-products, lungs, cooked, braised	17208	17208	17208
SR_17209	Lamb, variety meats and by-products, mechanically separated, raw	17209	17209	17209
SR_17210	Lamb, variety meats and by-products, pancreas, raw	17210	17210	17210
SR_17211	Lamb, variety meats and by-products, pancreas, cooked, braised	17211	17211	17211
SR_17212	Veal, variety meats and by-products, pancreas, raw	17212	17212	17212
SR_17213	Veal, variety meats and by-products, pancreas, cooked, braised	17213	17213	17213
SR_17214	Lamb, variety meats and by-products, spleen, raw	17214	17214	17214
SR_17215	Lamb, variety meats and by-products, spleen, cooked, braised	17215	17215	17215
SR_17216	Veal, variety meats and by-products, spleen, raw	17216	17216	17216
SR_17217	Veal, variety meats and by-products, spleen, cooked, braised	17217	17217	17217
SR_17218	Veal, variety meats and by-products, thymus, raw	17218	17218	17218
SR_17219	Veal, variety meats and by-products, thymus, cooked, braised	17219	17219	17219
SR_17220	Lamb, variety meats and by-products, tongue, raw	17220	17220	17220
SR_17221	Lamb, variety meats and by-products, tongue, cooked, braised	17221	17221	17221
SR_17222	Veal, variety meats and by-products, tongue, raw	17222	17222	17222
SR_17223	Veal, variety meats and by-products, tongue, cooked, braised	17223	17223	17223
SR_17224	Lamb, ground, raw	17224	17224	17224
SR_17225	Lamb, ground, cooked, broiled	17225	17225	17225
SR_17226	Lamb, domestic, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/8" fat, choice, raw	17226	17226	17226
SR_17227	Lamb, domestic, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/8" fat, choice, cooked	17227	17227	17227
SR_17228	Lamb, domestic, foreshank, separable lean and fat, trimmed to 1/8" fat, choice, raw	17228	17228	17228
SR_17229	Lamb, domestic, foreshank, separable lean and fat, trimmed to 1/8" fat, cooked, braised	17229	17229	17229
SR_17230	Lamb, domestic, leg, whole (shank and sirloin), separable lean and fat, trimmed to 1/8" fat, choice, raw	17230	17230	17230
SR_17231	Lamb, domestic, leg, whole (shank and sirloin), separable lean and fat, trimmed to 1/8" fat, choice, cooked, roasted	17231	17231	17231
SR_17232	Lamb, domestic, leg, shank half, separable lean and fat, trimmed to 1/8" fat, choice, raw	17232	17232	17232
SR_17233	Lamb, domestic, leg, shank half, separable lean and fat, trimmed to 1/8" fat, choice, cooked, roasted	17233	17233	17233
SR_17234	Lamb, domestic, leg, sirloin half, separable lean and fat, trimmed to 1/8" fat, choice, raw	17234	17234	17234
SR_17235	Lamb, domestic, leg, sirloin half, separable lean and fat, trimmed to 1/8" fat, choice, cooked, roasted	17235	17235	17235
SR_17236	Lamb, domestic, loin, separable lean and fat, trimmed to 1/8" fat, choice, raw	17236	17236	17236
SR_17237	Lamb, domestic, loin, separable lean and fat, trimmed to 1/8" fat, choice, cooked, broiled	17237	17237	17237
SR_17238	Lamb, domestic, loin, separable lean and fat, trimmed to 1/8" fat, choice, cooked, roasted	17238	17238	17238
SR_17239	Lamb, domestic, rib, separable lean and fat, trimmed to 1/8" fat, choice, raw	17239	17239	17239
SR_17240	Lamb, domestic, rib, separable lean and fat, trimmed to 1/8" fat, choice, cooked, broiled	17240	17240	17240
SR_17241	Lamb, domestic, rib, separable lean and fat, trimmed to 1/8" fat, choice, cooked, roasted	17241	17241	17241
SR_17242	Lamb, domestic, shoulder, whole (arm and blade), separable lean and fat, trimmed to 1/8" fat, choice, raw	17242	17242	17242
SR_17243	Lamb, domestic, shoulder, whole (arm and blade), separable lean and fat, trimmed to 1/8" fat, choice, cooked, braised	17243	17243	17243
SR_17244	Lamb, domestic, shoulder, whole (arm and blade), separable lean and fat, trimmed to 1/8" fat, choice, cooked, broiled	17244	17244	17244
SR_17245	Lamb, domestic, shoulder, whole (arm and blade), separable lean and fat, trimmed to 1/8" fat, choice, cooked, roasted	17245	17245	17245
SR_17246	Lamb, domestic, shoulder, arm, separable lean and fat, trimmed to 1/8" fat, choice, raw	17246	17246	17246
SR_17247	Lamb, domestic, shoulder, arm, separable lean and fat, trimmed to 1/8" fat, choice, cooked, braised	17247	17247	17247
SR_17248	Lamb, domestic, shoulder, arm, separable lean and fat, trimmed to 1/8" fat, cooked, broiled	17248	17248	17248
SR_17249	Lamb, domestic, shoulder, arm, separable lean and fat, trimmed to 1/8" fat, choice, roasted	17249	17249	17249
SR_17250	Lamb, domestic, shoulder, blade, separable lean and fat, trimmed to 1/8" fat, choice, raw	17250	17250	17250
SR_17251	Lamb, domestic, shoulder, blade, separable lean and fat, trimmed to 1/8" fat, choice, cooked, braised	17251	17251	17251
SR_17252	Lamb, domestic, shoulder, blade, separable lean and fat, trimmed to 1/8" fat, choice, cooked, broiled	17252	17252	17252
SR_17253	Lamb, domestic, shoulder, blade, separable lean and fat, trimmed to 1/8" fat, choice, cooked, roasted	17253	17253	17253
SR_17254	Lamb, New Zealand, imported, frozen, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/8" fat, raw	17254	17254	17254
SR_17255	Lamb, New Zealand, imported, frozen, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/8" fat, cooked	17255	17255	17255
SR_17256	Lamb, New Zealand, imported, frozen, foreshank, separable lean and fat, trimmed to 1/8" fat, raw	17256	17256	17256
SR_17257	Lamb, New Zealand, imported, frozen, foreshank, separable lean and fat, trimmed to 1/8" fat, cooked, braised	17257	17257	17257
SR_17258	Lamb, New Zealand, imported, frozen, leg, whole (shank and sirloin), separable lean and fat, trimmed to 1/8" fat, raw	17258	17258	17258
SR_17259	Lamb, New Zealand, imported, frozen, leg, whole (shank and sirloin), separable lean and fat, trimmed to 1/8" fat, cooked, roasted	17259	17259	17259
SR_17260	Lamb, New Zealand, imported, frozen, loin, separable lean and fat, trimmed to 1/8" fat, raw	17260	17260	17260
SR_17261	Lamb, New Zealand, imported, frozen, loin, separable lean and fat, trimmed to 1/8" fat, cooked, broiled	17261	17261	17261
SR_17262	Lamb, new zealand, imported, frozen, rib, separable lean and fat, trimmed to 1/8" fat, raw	17262	17262	17262
SR_17263	Lamb, New Zealand, imported, frozen, rib, separable lean and fat, trimmed to 1/8" fat, cooked, roasted	17263	17263	17263
SR_17264	Lamb, New Zealand, imported, frozen, shoulder, whole (arm and blade), separable lean and fat, trimmed to 1/8" fat, raw	17264	17264	17264
SR_17265	Lamb, New Zealand, imported, frozen, shoulder, whole (arm and blade), separable lean and fat, trimmed to 1/8" fat, cooked, braised	17265	17265	17265
SR_17267	Game meat, bison, top sirloin, separable lean only, trimmed to 0" fat, raw	17267	17267	17267
SR_17268	Game meat, bison, ribeye, separable lean only, trimmed to 0" fat, raw	17268	17268	17268
SR_17269	Game meat, bison, shoulder clod, separable lean only, trimmed to 0" fat, raw	17269	17269	17269
SR_17270	Veal, breast, separable fat, cooked	17270	17270	17270
SR_17271	Veal, breast, whole, boneless, separable lean and fat, raw	17271	17271	17271
SR_17272	Veal, breast, whole, boneless, separable lean and fat, cooked, braised	17272	17272	17272
SR_17273	Veal, breast, plate half, boneless, separable lean and fat, cooked, braised	17273	17273	17273
SR_17274	Veal, breast, point half, boneless, separable lean and fat, cooked, braised	17274	17274	17274
SR_17275	Veal, breast, whole, boneless, separable lean only, cooked, braised	17275	17275	17275
SR_17276	Veal, shank (fore and hind), separable lean and fat, raw	17276	17276	17276
SR_17277	Veal, shank (fore and hind), separable lean and fat, cooked, braised	17277	17277	17277
SR_17278	Veal, shank (fore and hind), separable lean only, raw	17278	17278	17278
SR_17279	Veal, shank (fore and hind), separable lean only, cooked, braised	17279	17279	17279
SR_17280	Lamb, Australian, imported, fresh, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/8" fat, raw	17280	17280	17280
SR_17281	Lamb, Australian, imported, fresh, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/8" fat, cooked	17281	17281	17281
SR_17282	Lamb, Australian, imported, fresh, composite of trimmed retail cuts, separable lean only, trimmed to 1/8" fat, raw	17282	17282	17282
SR_17283	Lamb, Australian, imported, fresh, composite of trimmed retail cuts, separable lean only, trimmed to 1/8" fat, cooked	17283	17283	17283
SR_17284	Lamb, Australian, imported, fresh, separable fat, raw	17284	17284	17284
SR_17285	Lamb, Australian, imported, fresh, separable fat, cooked	17285	17285	17285
SR_17286	Lamb, Australian, imported, fresh, foreshank, separable lean and fat, trimmed to 1/8" fat, raw	17286	17286	17286
SR_17287	Lamb, Australian, imported, fresh, foreshank, separable lean and fat, trimmed to 1/8" fat, cooked, braised	17287	17287	17287
SR_17288	Lamb, Australian, imported, fresh, foreshank, separable lean only, trimmed to 1/8" fat, raw	17288	17288	17288
SR_17289	Lamb, Australian, imported, fresh, foreshank, separable lean only, trimmed to 1/8" fat, cooked, braised	17289	17289	17289
SR_17290	Lamb, Australian, imported, fresh, leg, whole (shank and sirloin), separable lean and fat, trimmed to 1/8" fat, raw	17290	17290	17290
SR_17291	Lamb, Australian, imported, fresh, leg, whole (shank and sirloin), separable lean and fat, trimmed to 1/8" fat, cooked, roasted	17291	17291	17291
SR_17292	Lamb, Australian, imported, fresh, leg, whole (shank and sirloin), separable lean only, trimmed to 1/8" fat, raw	17292	17292	17292
SR_17293	Lamb, Australian, imported, fresh, leg, whole (shank and sirloin), separable lean only, trimmed to 1/8" fat, cooked, roasted	17293	17293	17293
SR_17294	Lamb, Australian, imported, fresh, leg, shank half, separable lean and fat, trimmed to 1/8" fat, raw	17294	17294	17294
SR_17295	Lamb, Australian, imported, fresh, leg, shank half, separable lean and fat, trimmed to 1/8" fat, cooked, roasted	17295	17295	17295
SR_17296	Lamb, Australian, imported, fresh, leg, shank half, separable lean only, trimmed to 1/8" fat, raw	17296	17296	17296
SR_17297	Lamb, Australian, imported, fresh, leg, shank half, separable lean only, trimmed to 1/8" fat, cooked, roasted	17297	17297	17297
SR_17298	Lamb, Australian, imported, fresh, leg, sirloin half, boneless, separable lean and fat, trimmed to 1/8" fat, raw	17298	17298	17298
SR_17299	Lamb, Australian, imported, fresh, leg, sirloin half, boneless, separable lean and fat, trimmed to 1/8" fat, cooked, roasted	17299	17299	17299
SR_17300	Lamb, Australian, imported, fresh, leg, sirloin half, boneless, separable lean only, trimmed to 1/8" fat, raw	17300	17300	17300
SR_17301	Lamb, Australian, imported, fresh, leg, sirloin half, boneless, separable lean only, trimmed to 1/8" fat, cooked, roasted	17301	17301	17301
SR_17302	Lamb, Australian, imported, fresh, leg, sirloin chops, boneless, separable lean and fat, trimmed to 1/8" fat, raw	17302	17302	17302
SR_17303	Lamb, Australian, imported, fresh, leg, sirloin chops, boneless, separable lean and fat, trimmed to 1/8" fat, cooked, broiled	17303	17303	17303
SR_17304	Lamb, Australian, imported, fresh, leg, sirloin chops, boneless, separable lean only, trimmed to 1/8" fat, raw	17304	17304	17304
SR_17305	Lamb, Australian, imported, fresh, leg, sirloin chops, boneless, separable lean only, trimmed to 1/8" fat, cooked, broiled	17305	17305	17305
SR_17306	Lamb, Australian, imported, fresh, leg, center slice, bone-in, separable lean and fat, trimmed to 1/8" fat, raw	17306	17306	17306
SR_17307	Lamb, Australian, imported, fresh, leg, center slice, bone-in, separable lean and fat, trimmed to 1/8" fat, cooked, broiled	17307	17307	17307
SR_17308	Lamb, Australian, imported, fresh, leg, center slice, bone-in, separable lean only, trimmed to 1/8" fat, raw	17308	17308	17308
SR_17309	Lamb, Australian, imported, fresh, leg, center slice, bone-in, separable lean only, trimmed to 1/8" fat, cooked, broiled	17309	17309	17309
SR_17310	Lamb, Australian, imported, fresh, loin, separable lean and fat, trimmed to 1/8" fat, raw	17310	17310	17310
SR_17311	Lamb, Australian, imported, fresh, loin, separable lean and fat, trimmed to 1/8" fat, cooked, broiled	17311	17311	17311
SR_17312	Lamb, Australian, imported, fresh, loin, separable lean only, trimmed to 1/8" fat, raw	17312	17312	17312
SR_17313	Lamb, Australian, imported, fresh, loin, separable lean only, trimmed to 1/8" fat, cooked, broiled	17313	17313	17313
SR_17314	Lamb, Australian, imported, fresh, rib chop/rack roast, frenched, bone-in, separable lean and fat, trimmed to 1/8" fat, raw	17314	17314	17314
SR_17315	Lamb, Australian, imported, fresh, rib chop, frenched, bone-in, separable lean and fat, trimmed to 1/8" fat, cooked, grilled	17315	17315	17315
SR_17316	Lamb, Australian, imported, fresh, rib chop/rack roast, frenched, bone-in, separable lean only, trimmed to 1/8" fat, raw	17316	17316	17316
SR_17317	Lamb, Australian, imported, fresh, rib chop, frenched, bone-in, separable lean only, trimmed to 1/8" fat, cooked, grilled	17317	17317	17317
SR_17318	Lamb, Australian, imported, fresh, shoulder, whole (arm and blade), separable lean and fat, trimmed to 1/8" fat, raw	17318	17318	17318
SR_17319	Lamb, Australian, imported, fresh, shoulder, whole (arm and blade), separable lean and fat, trimmed to 1/8" fat, cooked	17319	17319	17319
SR_17320	Lamb, Australian, imported, fresh, shoulder, whole (arm and blade), separable lean only,   trimmed to 1/8" fat, raw	17320	17320	17320
SR_17321	Lamb, Australian, imported, fresh, shoulder, whole (arm and blade), separable lean only, trimmed to 1/8" fat, cooked	17321	17321	17321
SR_17322	Lamb, Australian, imported, fresh, shoulder, arm, separable lean and fat, trimmed to 1/8" fat, raw	17322	17322	17322
SR_17323	Lamb, Australian, imported, fresh, shoulder, arm, separable lean and fat, trimmed to 1/8" fat, cooked, braised	17323	17323	17323
SR_17324	Lamb, Australian, imported, fresh, shoulder, arm, separable lean only, trimmed to 1/8" fat, raw	17324	17324	17324
SR_17325	Lamb, Australian, imported, fresh, shoulder, arm, separable lean only,   trimmed to 1/8" fat, cooked, braised	17325	17325	17325
SR_17326	Lamb, Australian, imported, fresh, shoulder, blade, separable lean and fat, trimmed to 1/8" fat, raw	17326	17326	17326
SR_17327	Lamb, Australian, imported, fresh, shoulder, blade, separable lean and fat, trimmed to 1/8" fat, cooked, broiled	17327	17327	17327
SR_17328	Lamb, Australian, imported, fresh, shoulder, blade, separable lean only, trimmed to 1/8" fat, raw	17328	17328	17328
SR_17329	Lamb, Australian, imported, fresh, shoulder ,blade, separable lean only, trimmed to 1/8" fat, cooked, broiled	17329	17329	17329
SR_17330	Game meat , bison, ground, raw	17330	17330	17330
SR_17331	Game meat, bison, ground, cooked, pan-broiled	17331	17331	17331
SR_17332	Game meat , bison, top sirloin, separable lean only, 1" steak, cooked, broiled	17332	17332	17332
SR_17333	Game meat, bison, chuck, shoulder clod, separable lean only, 3-5 lb roast, cooked, braised	17333	17333	17333
SR_17334	Game meat, bison, chuck, shoulder clod, separable lean only, 3-5 lb roast, raw	17334	17334	17334
SR_17335	Game meat, bison, ribeye, separable lean only, 1" steak, cooked, broiled	17335	17335	17335
SR_17336	Game meat, bison, top round, separable lean only, 1" steak, cooked, broiled	17336	17336	17336
SR_17337	Game meat, bison, top round, separable lean only, 1" steak, raw	17337	17337	17337
SR_17338	Game meat, elk, ground, raw	17338	17338	17338
SR_17339	Game meat, elk, ground, cooked, pan-broiled	17339	17339	17339
SR_17340	Game meat, elk, loin, separable lean only, cooked, broiled	17340	17340	17340
SR_17341	Game meat, elk, round, separable lean only, cooked, broiled	17341	17341	17341
SR_17342	Game meat, elk, tenderloin, separable lean only, cooked, broiled	17342	17342	17342
SR_17343	Game meat, deer, ground, raw	17343	17343	17343
SR_17344	Game meat, deer, ground, cooked, pan-broiled	17344	17344	17344
SR_17345	Game meat, deer, loin, separable lean only, 1" steak, cooked, broiled	17345	17345	17345
SR_17346	Game meat, deer, shoulder clod, separable lean only, 3-5 lb roast, cooked, braised	17346	17346	17346
SR_17347	Game meat, deer, tenderloin, separable lean only, 0.5-1 lb roast, cooked, broiled	17347	17347	17347
SR_17348	Game meat, deer, top round, separable lean only, 1" steak, cooked, broiled	17348	17348	17348
SR_17349	Veal, Australian, shank, fore, bone-in, separable lean only, raw	17349	17349	17349
SR_17350	Veal, Australian, shank, fore, bone-in, separable lean and fat, raw	17350	17350	17350
SR_17351	Veal, Australian, shank, hind, bone-in, separable lean only, raw	17351	17351	17351
SR_17352	Veal, Australian, shank, hind, bone-in, separable lean and fat	17352	17352	17352
SR_17353	Lamb, Australian, ground,  85% lean / 15% fat, raw	17353	17353	17353
SR_17354	Lamb, New Zealand, imported, Intermuscular fat, cooked		17354	17354
SR_17355	Lamb, New Zealand, imported, Intermuscular fat, raw		17355	17355
SR_17356	Lamb, New Zealand, imported, subcutaneous fat, raw		17356	17356
SR_17357	Lamb, New Zealand, imported, brains, cooked, soaked and fried		17357	17357
SR_17358	Lamb, New Zealand, imported, brains, raw		17358	17358
SR_17359	Lamb, New Zealand, imported, breast, separable lean only, cooked, braised		17359	17359
SR_17360	Lamb, New Zealand, imported, breast, separable lean only, raw		17360	17360
SR_17361	Lamb, New Zealand, imported, chump, boneless, separable lean only, cooked, fast roasted		17361	17361
SR_17362	Lamb, New Zealand, imported, subcutaneous fat, cooked		17362	17362
SR_17363	Lamb, New Zealand, imported, chump, boneless, separable lean only, raw		17363	17363
SR_17364	Lamb, New Zealand, imported, kidney, cooked, soaked and fried		17364	17364
SR_17365	Lamb, New Zealand, imported, flap, boneless, separable lean only, cooked, braised		17365	17365
SR_17366	Lamb, New Zealand, imported, flap, boneless, separable lean only, raw		17366	17366
SR_17367	Lamb, New Zealand, imported, kidney, raw		17367	17367
SR_17368	Lamb, New Zealand, imported, liver, cooked, soaked and fried		17368	17368
SR_17369	Lamb, New Zealand, imported, liver, raw		17369	17369
SR_17370	Lamb, New Zealand, imported, ground lamb, cooked, braised		17370	17370
SR_17371	Lamb, New Zealand, imported, ground lamb, raw		17371	17371
SR_17372	Lamb, New Zealand, imported, heart, cooked, soaked and simmered		17372	17372
SR_17373	Lamb, New Zealand, imported, heart, raw		17373	17373
SR_17374	Lamb, New Zealand, imported, sweetbread, cooked, soaked and simmered		17374	17374
SR_17375	Lamb, New Zealand, imported, sweetbread, raw		17375	17375
SR_17376	Lamb, New Zealand, imported, testes, cooked, soaked and fried		17376	17376
SR_17377	Lamb, New Zealand, imported, testes, raw		17377	17377
SR_17378	Lamb, New Zealand, imported, tongue - swiss cut, cooked, soaked and simmered		17378	17378
SR_17379	Lamb, New Zealand, imported, tongue - swiss cut, raw		17379	17379
SR_17380	Lamb, New Zealand, imported, tunnel-boned leg, chump off, shank off, separable lean only, cooked, slow roasted		17380	17380
