ID	LABEL	SR26	SR27	SR28
SR_3150	Babyfood, fruit, applesauce and pineapple, strained	3150	3150	3150
SR_3151	Babyfood, fruit, applesauce and pineapple, junior	3151	3151	3151
SR_3152	Babyfood, fruit, apple and raspberry, strained	3152	3152	3152
SR_3153	Babyfood, fruit, apple and raspberry, junior	3153	3153	3153
SR_3154	Babyfood, fruit and vegetable, apple and sweet potato	3154	3154	3154
SR_3156	Babyfood, fruit, bananas and pineapple with tapioca, junior	3156	3156	3156
SR_3157	Babyfood, fruit, bananas and pineapple with tapioca, strained	3157	3157	3157
SR_3158	Babyfood, fruit, pears and pineapple, strained	3158	3158	3158
SR_3159	Babyfood, fruit, pears and pineapple, junior	3159	3159	3159
SR_3160	Babyfood, fruit, guava and papaya with tapioca, strained	3160	3160	3160
SR_3161	Babyfood, peaches, dices, toddler	3161	3161	3161
SR_3162	Babyfood, fruit, papaya and applesauce with tapioca, strained	3162	3162	3162
SR_3163	Babyfood, fruit, bananas with apples and pears, strained	3163	3163	3163
SR_3164	Babyfood, fruit, apple and blueberry, strained	3164	3164	3164
SR_3165	Babyfood, fruit, apple and blueberry, junior	3165	3165	3165
SR_3166	Babyfood, juice, apple	3166	3166	3166
SR_3167	Babyfood, apple-banana juice	3167	3167	3167
SR_3168	Babyfood, juice, apple and peach	3168	3168	3168
SR_3169	Babyfood, apple-cranberry juice	3169	3169	3169
SR_3170	Babyfood, juice, apple and plum	3170	3170	3170
SR_3171	Babyfood, juice, apple and prune	3171	3171	3171
SR_3172	Babyfood, juice, orange	3172	3172	3172
SR_3173	Babyfood, juice, orange and apple	3173	3173	3173
SR_3174	Babyfood, juice, orange and apple and banana	3174	3174	3174
SR_3175	Babyfood, juice, orange and apricot	3175	3175	3175
SR_3176	Babyfood, juice, orange and banana	3176	3176	3176
SR_3177	Babyfood, juice, orange and pineapple	3177	3177	3177
SR_3178	Babyfood, juice, prune and orange	3178	3178	3178
SR_3179	Babyfood, juice, mixed fruit	3179	3179	3179
SR_3181	Babyfood, cereal, barley, dry fortified	3181	3181	3181
SR_3184	Babyfood, cereal, whole wheat, with apples, dry fortified	3184	3184	3184
SR_3185	Babyfood, cereal, mixed, dry fortified	3185	3185	3185
SR_3186	Babyfood, cereal, mixed, with bananas, dry	3186	3186	3186
SR_3187	Babyfood, cereal, mixed, with applesauce and bananas, strained	3187	3187	3187
SR_3188	Babyfood, cereal, mixed, with applesauce and bananas, junior, fortified	3188	3188	3188
SR_3189	Babyfood, cereal, oatmeal, dry fortified	3189	3189	3189
SR_3190	Babyfood, cereal, oatmeal, with bananas, dry	3190	3190	3190
SR_3191	Babyfood, cereal, oatmeal, with applesauce and bananas, strained	3191	3191	3191
SR_3192	Babyfood, cereal, oatmeal, with applesauce and bananas, junior, fortified	3192	3192	3192
SR_3193	Babyfood, cereal, oatmeal, with honey, dry	3193	3193	3193
SR_3194	Babyfood, cereal, Rice, dry, fortified	3194	3194	3194
SR_3195	Babyfood, cereal, rice, with applesauce and bananas, strained	3195	3195	3195
SR_3197	Babyfood, cereal, with egg yolks, strained	3197	3197	3197
SR_3198	Babyfood, cereal, with egg yolks, junior	3198	3198	3198
SR_3199	Babyfood, cereal, with eggs, strained	3199	3199	3199
SR_3201	Babyfood, cereal, egg yolks and bacon, junior	3201	3201	3201
SR_3205	Babyfood, oatmeal cereal with fruit, dry, instant, toddler fortified	3205	3205	3205
SR_3206	Babyfood, cookie, baby, fruit	3206	3206	3206
SR_3209	Babyfood, crackers, vegetable	3209	3209	3209
SR_3210	Babyfood, cereal, rice, with mixed fruit, junior	3210	3210	
SR_3211	Babyfood, cereal, high protein, with apple and orange, dry	3211	3211	3211
SR_3212	Babyfood, cereal, rice, with bananas, dry	3212	3212	3212
SR_3213	Babyfood, cookies	3213	3213	3213
SR_3214	Babyfood, cookies, arrowroot	3214	3214	3214
SR_3215	Babyfood, pretzels	3215	3215	3215
SR_3216	Babyfood, teething biscuits	3216	3216	3216
SR_3217	Zwieback	3217	3217	3217
SR_3220	Babyfood, dessert, dutch apple, strained	3220	3220	3220
SR_3221	Babyfood, dessert, dutch apple, junior	3221	3221	3221
SR_3222	Babyfood, cherry cobbler, junior	3222	3222	3222
SR_3224	Babyfood, dessert, cherry vanilla pudding, strained	3224	3224	3224
SR_3225	Babyfood, dessert, cherry vanilla pudding, junior	3225	3225	3225
SR_3226	Babyfood, dessert, fruit pudding, orange, strained	3226	3226	3226
SR_3227	Babyfood, dessert, peach cobbler, strained	3227	3227	3227
SR_3228	Babyfood, dessert, peach cobbler, junior	3228	3228	3228
SR_3229	Babyfood, dessert, peach melba, strained	3229	3229	3229
SR_3230	Babyfood, dessert, peach melba, junior	3230	3230	3230
SR_3233	Babyfood, dessert, fruit pudding, pineapple, strained	3233	3233	3233
SR_3235	Babyfood, dessert, fruit dessert, without ascorbic acid, strained	3235	3235	3235
SR_3236	Babyfood, dessert, fruit dessert, without ascorbic acid, junior	3236	3236	3236
SR_3238	Babyfood, dessert, tropical fruit, junior	3238	3238	3238
SR_3245	Babyfood, dessert, custard pudding, vanilla, strained	3245	3245	3245
SR_3246	Babyfood, dessert, custard pudding, vanilla, junior	3246	3246	3246
SR_3265	Babyfood, juice, apple and grape	3265	3265	3265
SR_3267	Babyfood, juice, fruit punch, with calcium	3267	3267	3267
SR_3268	Babyfood, juice, apple and cherry	3268	3268	3268
SR_3269	Babyfood, juice, apple, with calcium	3269	3269	3269
SR_3274	Babyfood, dinner, vegetables and chicken, junior	3274	3274	3274
SR_3278	Babyfood, dinner, mixed vegetable, strained	3278	3278	3278
SR_3279	Babyfood, dinner, mixed vegetable, junior	3279	3279	3279
SR_3280	Babyfood, fruit, bananas with tapioca, junior	3280	3280	3280
SR_3282	Babyfood, vegetables, mix vegetables junior	3282	3282	3282
SR_3283	Babyfood, vegetables, garden vegetable, strained	3283	3283	3283
SR_3286	Babyfood, vegetables, mix vegetables strained	3286	3286	3286
SR_3287	Babyfood, dinner, beef noodle, junior	3287	3287	3287
SR_3289	Babyfood, apples with ham, strained	3289	3289	3289
SR_3290	Babyfood, carrots and beef, strained	3290	3290	3290
SR_3293	Babyfood, plums, bananas and rice, strained	3293	3293	3293
SR_3296	Babyfood, dinner, turkey, rice, and vegetables, toddler	3296	3296	3296
SR_3297	Babyfood, dinner, apples and chicken, strained	3297	3297	3297
SR_3298	Babyfood, dinner, broccoli and chicken, junior	3298	3298	3298
SR_3301	Babyfood, beverage, GERBER GRADUATE FRUIT SPLASHERS	3301	3301	3301
SR_3302	Babyfood, snack, GERBER, GRADUATES, YOGURT MELTS	3302	3302	3302
SR_3303	Babyfood, dinner, sweet potatoes and chicken, strained	3303	3303	3303
SR_3304	Babyfood, dinner, potatoes with cheese and ham, toddler	3304	3304	3304
SR_3681	Babyfood, cereal, barley, prepared with whole milk	3681	3681	3681
SR_3682	Babyfood, cereal, high protein, prepared with whole milk	3682	3682	3682
SR_3685	Babyfood, cereal, mixed, prepared with whole milk	3685	3685	3685
SR_3686	Babyfood, cereal, mixed, with bananas, prepared with whole milk	3686	3686	3686
SR_3689	Babyfood, cereal, oatmeal, prepared with whole milk	3689	3689	3689
SR_3690	Babyfood, cereal, oatmeal, with bananas, prepared with whole milk	3690	3690	3690
SR_3693	Babyfood, cereal, oatmeal, with honey, prepared with whole milk	3693	3693	3693
SR_3694	Babyfood, cereal, rice, prepared with whole milk	3694	3694	3694
SR_3696	Babyfood, cereal, rice, with honey, prepared with whole milk	3696	3696	3696
SR_3704	Babyfood, cereal, mixed, with honey, prepared with whole milk	3704	3704	3704
SR_3711	Babyfood, cereal, high protein, with apple and orange, prepared with whole milk	3711	3711	3711
SR_3712	Babyfood, cereal, rice, with bananas, prepared with whole milk	3712	3712	3712
SR_3800	Infant formula, NESTLE, GOOD START SUPREME, with iron, ready-to-feed	3800	3800	3800
SR_3801	Infant formula, NESTLE, GOOD START SUPREME, with iron, liquid concentrate, not reconstituted	3801	3801	3801
SR_3802	Infant formula, NESTLE, GOOD START SUPREME, with iron, powder	3802	3802	3802
SR_3803	Infant formula, MEAD JOHNSON, ENFAMIL, with iron, ready-to-feed	3803	3803	3803
SR_3805	Infant formula, MEAD JOHNSON, ENFAMIL, with iron, powder	3805	3805	3805
SR_3806	Infant formula, MEAD JOHNSON, ENFAMIL, low iron, ready-to-feed	3806	3806	3806
SR_3808	Infant formula, MEAD JOHNSON, ENFAMIL, LIPIL, with iron, powder, with ARA and DHA	3808	3808	3808
SR_3809	Infant formula, MEAD JOHNSON, ENFAMIL, low iron, powder, not reconstituted	3809	3809	3809
SR_3812	Infant formula, MEAD JOHNSON, ENFAMIL, LIPIL, with iron, liquid concentrate, with ARA and DHA	3812	3812	3812
SR_3813	Infant formula, MEAD JOHNSON, ENFAMIL, NUTRAMIGEN, with iron, ready-to-feed	3813	3813	3813
SR_3814	Infant formula, MEAD JOHNSON, ENFAMIL, NUTRAMIGEN, with iron, powder, not reconstituted	3814	3814	3814
SR_3815	Infant formula, MEAD JOHNSON, ENFAMIL LIPIL, with iron, ready-to-feed, with ARA and DHA	3815	3815	3815
SR_3816	Infant formula, MEAD JOHNSON, ENFAMIL, NUTRAMIGEN, with iron, liquid concentrate, not reconstituted	3816	3816	3816
SR_3817	Infant formula, MEAD JOHNSON, ENFAMIL, LIPIL, low iron, powder, with ARA and DHA	3817	3817	
SR_3818	Infant formula, MEAD JOHNSON, ENFAMIL, LIPIL, low iron, liquid concentrate, with ARA and DHA	3818	3818	3818
SR_3819	Child formula, MEAD JOHNSON, PORTAGEN, with iron, powder, not reconstituted	3819	3819	3819
SR_3820	Child formula, MEAD JOHNSON, PORTAGEN, with iron, prepared from powder	3820	3820	3820
SR_3821	Infant formula, MEAD JOHNSON, PREGESTIMIL, with iron, powder, not reconstituted	3821	3821	3821
SR_3822	Infant formula, MEAD JOHNSON, PREGESTIMIL, with iron, prepared from powder	3822	3822	3822
SR_3823	Infant formula, MEAD JOHNSON, PROSOBEE, with iron, ready-to-feed	3823	3823	3823
SR_3824	Infant formula, MEAD JOHNSON, PROSOBEE, with iron, liquid concentrate, not reconstituted	3824	3824	3824
SR_3825	Infant formula, MEAD JOHNSON, ENFAMIL, LIPIL, low iron, ready to feed, with ARA and DHA	3825	3825	3825
SR_3826	Infant formula, MEAD JOHNSON, ENFAMIL, PROSOBEE, with iron, powder, not reconstituted	3826	3826	3826
SR_3827	Infant formula, MEAD JOHNSON, ENFAMIL, LACTOFREE LIPIL, with iron, powder, with ARA and DHA	3827	3827	3827
SR_3830	Infant formula, MEAD JOHNSON, ENFAMIL, LACTOFREE, LIPIL, with iron, liquid concentrate, not reconstituted, with ARA and DHA	3830	3830	3830
SR_3832	Infant formula, MEAD JOHNSON, ENFAMIL, LIPIL, ready-to-feed, with ARA and DHA	3832	3832	3832
SR_3837	Infant formula, ABBOTT NUTRITION, SIMILAC, PM 60/40, powder not reconstituted	3837	3837	3837
SR_3838	Infant formula, MEAD JOHNSON, ENFAMIL, NUTRAMIGEN LIPIL, with iron, powder, not reconstituted, with ARA and DHA	3838	3838	3838
SR_3839	Infant formula, ABBOTT NUTRITION, SIMILAC, NATURAL CARE, ADVANCE, ready-to-feed, with ARA and DHA	3839	3839	3839
SR_3840	Infant formula, ABBOTT NUTRITION, SIMILAC, SPECIAL CARE, ADVANCE 24, with iron, ready-to-feed, with ARA and DHA	3840	3840	3840
SR_3841	Infant formula, ABBOTT NUTRITION, SIMILAC, ISOMIL, with iron, ready-to-feed	3841	3841	3841
SR_3842	Infant formula, ABBOTT NUTRITION, SIMILAC, ISOMIL, with iron, liquid concentrate	3842	3842	3842
SR_3843	Infant formula, ABBOTT NUTRITION, SIMILAC, ISOMIL, with iron, powder, not reconstituted	3843	3843	3843
SR_3844	Infant formula, MEAD JOHNSON, ENFAMIL, NUTRAMIGEN, LIPIL, with iron, liquid concentrate not reconstituted, with ARA and DHA	3844	3844	3844
SR_3845	Infant formula, MEAD JOHNSON, ENFAMIL, NUTRAMIGEN, LIPIL, with iron, ready-to-feed, with ARA and DHA	3845	3845	3845
SR_3846	Infant formula, ABBOTT NUTRITION, SIMILAC, ALIMENTUM, with iron, ready-to-feed	3846	3846	3846
SR_3849	Infant formula, MEAD JOHNSON, ENFAMIL, ENFACARE LIPIL, with iron, powder, with ARA and DHA	3849	3849	3849
SR_3850	Infant formula, ABBOTT NUTRITION, SIMILAC, with iron, ready-to-feed	3850	3850	3850
SR_3851	Infant formula, ABBOTT NUTRITION, SIMILAC, with iron, liquid concentrate, not reconstituted	3851	3851	3851
SR_3852	Infant formula, MEAD JOHNSON, ENFAMIL, PROSOBEE LIPIL, with iron, powder, not reconstituted, with ARA and DHA	3852	3852	3852
SR_3853	Infant formula, ABBOTT NUTRITION, SIMILAC, with iron, powder, not reconstituted	3853	3853	3853
SR_3854	Infant formula, MEAD JOHNSON, ENFAMIL, PROSOBEE, LIPIL, liquid concentrate, not reconstituted, with ARA and DHA	3854	3854	3854
SR_3855	Infant formula, ABBOTT NUTRITION, SIMILAC, low iron, ready-to-feed	3855	3855	3855
SR_3856	Infant formula, ABBOTT NUTRITION, SIMILAC, low iron, liquid concentrate, not reconstituted	3856	3856	3856
SR_3857	Infant formula, MEAD JOHNSON, PROSOBEE LIPIL, with iron, ready to feed, with ARA and DHA	3857	3857	3857
SR_3858	Infant formula, ABBOTT NUTRITION, SIMILAC, low iron, powder, not reconstituted	3858	3858	3858
SR_3859	Infant formula, NESTLE, GOOD START SOY, with DHA and ARA, ready-to-feed	3859	3859	3859
SR_3860	Child formula, ABBOTT NUTRITION, PEDIASURE, ready-to-feed	3860	3860	3860
SR_3861	Infant formula, MEAD JOHNSON, NEXT STEP, PROSOBEE LIPIL, powder, with ARA and DHA	3861	3861	3861
SR_3864	Infant formula, MEAD JOHNSON, NEXT STEP, PROSOBEE, LIPIL, ready to feed, with ARA and DHA	3864	3864	3864
SR_3867	Infant formula, NESTLE, GOOD START SOY, with ARA and DHA, powder	3867	3867	3867
SR_3868	Infant formula, MEAD JOHNSON, ENFAMIL, LACTOFREE, ready-to-feed	3868	3868	3868
SR_3869	Infant formula, MEAD JOHNSON, ENFAMIL, LACTOFREE, with iron, powder, not reconstituted	3869	3869	3869
SR_3870	Child formula, ABBOTT NUTRITION, PEDIASURE, ready-to-feed, with iron and fiber	3870	3870	3870
SR_3900	Infant formula, NESTLE, GOOD START 2 ESSENTIALS, with iron, ready-to-feed	3900	3900	3900
SR_3901	Infant formula, NESTLE, GOOD START 2 ESSENTIALS, with iron, liquid concentrate, not reconstituted	3901	3901	3901
SR_3913	Infant formula, NESTLE, GOOD START 2 ESSENTIALS, with iron, powder	3913	3913	3913
SR_3925	Infant formula, NESTLE, GOOD START ESSENTIALS SOY, with iron, ready-to-feed	3925	3925	3925
SR_3926	Infant formula, NESTLE, GOOD START ESSENTIALS SOY, with iron, liquid concentrate, not reconstituted	3926	3926	3926
SR_3928	Infant formula, NESTLE, GOOD START ESSENTIALS SOY, with iron, powder	3928	3928	3928
SR_3929	Infant formula, MEAD JOHNSON, NEXT STEP PROSOBEE, powder, not reconstituted	3929	3929	3929
SR_3930	Infant formula, MEAD JOHNSON,NEXT STEP PROSOBEE, prepared from powder	3930	3930	3930
SR_3934	Babyfood, corn and sweet potatoes, strained	3934	3934	3934
SR_3935	Infant formula, ABBOTT NUTRITION, SIMILAC, ALIMENTUM, ADVANCE, ready-to-feed, with ARA and DHA	3935	3935	3935
SR_3936	Infant formula, PBM PRODUCTS, store brand, ready-to-feed	3936	3936	3936
SR_3937	Infant formula, PBM PRODUCTS, store brand, liquid concentrate, not reconstituted	3937	3937	3937
SR_3938	Infant formula, PBM PRODUCTS, store brand, powder	3938	3938	3938
SR_3939	Infant formula, PBM PRODUCTS, store brand, soy, ready-to-feed	3939	3939	3939
SR_3940	Infant formula, PBM PRODUCTS, store brand, soy, liquid concentrate, not reconstituted	3940	3940	3940
SR_3941	Infant formula, PBM PRODUCTS, store brand, soy, powder	3941	3941	3941
SR_3942	Infant formula, MEAD JOHNSON, ENFAMIL, AR LIPIL, ready-to-feed, with ARA and DHA	3942	3942	3942
SR_3943	Infant formula, MEAD JOHNSON, ENFAMIL, AR LIPIL, powder, with ARA and DHA	3943	3943	3943
SR_3944	Infant formula, ABBOTT NUTRITION, SIMILAC NEOSURE, ready-to-feed, with ARA and DHA	3944	3944	3944
SR_3945	Infant formula, ABBOTT NUTRITION, SIMILAC, NEOSURE, powder, with ARA and DHA	3945	3945	3945
SR_3946	Infant formula, ABBOTT NUTRITION, SIMILAC, SENSITIVE (LACTOSE FREE) ready-to-feed, with ARA and DHA	3946	3946	3946
SR_3947	Infant formula, ABBOTT NUTRITION, SIMILAC, SENSITIVE, (LACTOSE FREE), liquid concentrate, with ARA and DHA	3947	3947	3947
SR_3948	Infant formula, ABBOTT NUTRITION, SIMILAC, SENSITIVE, (LACTOSE FREE), powder, with ARA and DHA	3948	3948	3948
SR_3949	Infant formula, ABBOTT NUTRITION, SIMILAC, ADVANCE, with iron, ready-to-feed	3949	3949	3949
SR_3950	Infant formula, ABBOTT NUTRITION, SIMILAC, ADVANCE, with iron, powder, not reconstituted	3950	3950	3950
SR_3951	Infant formula, ABBOTT NUTRITION, SIMILAC, ADVANCE, with iron, liquid concentrate, not reconstituted	3951	3951	3951
SR_3952	Infant formula, ABBOTT NUTRITION, SIMILAC, ISOMIL, ADVANCE with iron, liquid concentrate	3952	3952	3952
SR_3953	Infant formula, ABBOTT NUTRITION, SIMILAC, ISOMIL, ADVANCE with iron, ready-to-feed	3953	3953	3953
SR_3954	Infant formula, ABBOTT NUTRITION, SIMILAC, ISOMIL, ADVANCE with iron, powder, not reconstituted	3954	3954	3954
SR_3955	Infant Formula, MEAD JOHNSON, ENFAMIL, ENFACARE LIPIL, ready-to-feed, with ARA and DHA	3955	3955	3955
SR_3956	Babyfood, yogurt, whole milk, with fruit, multigrain cereal and added DHA fortified	3956	3956	3956
SR_3957	Infant formula, ABBOTT NUTRITION, ALIMENTUM ADVANCE, with iron, powder, not reconstituted, with DHA and ARA	3957	3957	3957
SR_3959	Babyfood, mashed cheddar potatoes and broccoli, toddlers	3959	3959	3959
SR_3960	Infant formula, NESTLE, GOOD START SUPREME, with iron, DHA and ARA, ready-to-feed	3960	3960	3960
SR_3961	Infant formula, NESTLE, GOOD START SUPREME, with iron, DHA and ARA, prepared from liquid concentrate	3961	3961	3961
SR_3963	Infant Formula, MEAD JOHNSON, ENFAMIL GENTLEASE LIPIL, with iron, prepared from powder	3963	3963	3963
SR_3964	Baby food, fortified cereal bar, fruit filling	3964	3964	3964
SR_3965	Babyfood, yogurt, whole milk, with fruit, multigrain cereal and added iron fortified	3965	3965	3965
SR_3966	Infant formula, NESTLE, GOOD START SOY, with DHA and ARA, liquid concentrate	3966	3966	3966
SR_3967	Toddler formula, MEAD JOHNSON, ENFAGROW, PREMIUM (formerly ENFAMIL, LIPIL, NEXT STEP), powder	3967	3967	3967
SR_3968	Toddler formula, MEAD JOHNSON, ENFAGROW PREMIUM (formerly ENFAMIL, LIPIL, NEXT STEP), ready-to-feed	3968	3968	3968
SR_3980	Infant Formula, MEAD JOHNSON, ENFAMIL, GENTLEASE, powder	3980	3980	3980
SR_3981	Infant formula, MEAD JOHNSON, ENFAMIL, ENFAGROW, GENTLEASE, Toddler, ready-to-feed	3981	3981	3981
SR_3982	Infant formula, MEAD JOHNSON, ENFAMIL, Enfagrow, Soy, Toddler ready-to-feed	3982	3982	3982
SR_3983	Infant formula, MEAD JOHNSON, ENFAMIL, NUTRAMIGEN AA, ready-to-feed	3983	3983	3983
SR_3984	Infant formula, MEAD JOHNSON, ENFAMIL, Premature, 20 calories ready-to-feed	3984	3984	3984
SR_3985	Infant formula, MEAD JOHNSON, ENFAMIL, Premature, 24 calo ready-to-feed	3985	3985	3985
SR_3986	Infant Formula, MEAD JOHNSON, ENFAMIL, Premium, Newborn, ready-to-feed	3986	3986	3986
SR_3987	Infant formula, GERBER, GOOD START 2 Soy, with iron, ready-to-feed	3987	3987	3987
SR_3988	Infant formula, GERBER, GOOD START, PROTECT PLUS, ready-to-feed	3988	3988	3988
SR_3989	Infant Formula, GERBER GOOD START 2, GENTLE PLUS, ready-to-feed	3989	3989	3989
SR_3990	Infant formula, GERBER, GOOD START 2, PROTECT PLUS, ready-to-feed	3990	3990	3990
SR_3991	Infant formula, ABBOTT NUTRITION, SIMILAC, GO AND GROW, ready-to-feed, with ARA and DHA	3991	3991	3991
SR_3992	Infant formula, ABBOTT NUTRITION, SIMILAC, Expert Care, Diarrhea, ready- to- feed with ARA and DHA	3992	3992	3992
SR_3993	Infant formula, ABBOTT NUTRITION, SIMILAC, For Spit Up, ready-to-feed, with ARA and DHA	3993	3993	3993
SR_3994	Babyfood, fruit, banana and strawberry, junior	3994	3994	3994
SR_3995	Babyfood, banana with mixed berries, strained	3995	3995	3995
SR_3996	Babyfood, Multigrain whole grain cereal, dry fortified	3996	3996	3996
SR_3997	Babyfood, Baby MUM MUM Rice Biscuits	3997	3997	3997
SR_3998	Babyfood, Snack, GERBER, GRADUATES, LIL CRUNCHIES, baked whole grain corn snack	3998	3998	3998
SR_3999	Infant formula, ABBOTT NUTRITION, SIMILAC, For Spit Up, powder, with ARA and DHA	3999	3999	3999
SR_4001	Fat, beef tallow	4001	4001	4001
SR_4002	Lard	4002	4002	4002
SR_4011	Salad dressing, KRAFT Mayo Light Mayonnaise	4011	4011	4011
SR_4013	Salad dressing, KRAFT Mayo Fat Free Mayonnaise Dressing	4013	4013	4013
SR_4014	Salad dressing, KRAFT MIRACLE WHIP FREE Nonfat Dressing	4014	4014	4014
